,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.014354621,0.010271062,0.02139539,0.014601069,0.021765305,0.02671404,0.02738444,0.02368671,0.014541118,0.022232717,0.0200838,0.027248528,0.019162722,0.020579815,0.044031054,0.025988523,0.040114168,0.046262752,0.017006978,0.044313073,0.016351625,0.013851106,0.046897363,0.027800284,0.023577552,0.036517248,0.0589536,0.052814633,0.041872624,0.030892042,0.08045271,0.048296258,0.062358633,0.035339773,0.07241808,0.06410498,0.024377584,0.060478292,0.06374424,0.08224554,0.088647336,0.023241596,0.040510263,0.04196153,0.11783515,0.049469613,0.045981325,0.07505241,0.046692543,0.047938567,0.047526486,0.039352402,0.043552514,0.056941852,0.053030957,0.15368053,0.10922076,0.08871513,0.05781793,0.018749693,0.113799654,0.07863418,0.12553288,0.11566615,0.041060843,0.023577858,0.08345825,0.12935074,0.15287817,0.18075243,0.13015705,0.20991854,0.17147987,0.2304389,0.114826515,0.12073399,0.07677578,0.14714214,0.2177579,0.04721403,0.023290541,0.13427278,0.062173173,0.19551036,0.47754002,0.17080897,0.3845242,0.08468867,0.16955075,0.16647047,0.14436787,0.19275269,0.123293936,0.27776098,0.2135005,0.15806846,0.18463032,0.23160473,0.23226732
1,0.013267919,0.0005753839,0.001267649,0.003086671,0.0015516196,0.004307343,0.023745924,0.0074592377,0.0083531495,0.0057211756,0.017376484,0.022566698,0.0059680063,0.020639066,0.0097535215,0.017228413,0.015486478,0.024054108,0.02070815,0.023938619,0.017090611,0.021394521,0.016029079,0.028734986,0.027126621,0.018138504,0.019824881,0.020169804,0.017309837,0.009394145,0.020115295,0.018414652,0.010968492,0.057372443,0.048980203,0.07024596,0.03462662,0.04263938,0.026724547,0.02367874,0.028072827,0.028821105,0.02162652,0.04556664,0.055298146,0.052799605,0.04172664,0.036227606,0.027846662,0.041101318,0.032226127,0.042997997,0.024206452,0.045562685,0.03969446,0.1022672,0.06760666,0.037406534,0.024924904,0.043743964,0.048903603,0.021820059,0.024863413,0.09767905,0.027621366,0.013551405,0.07576504,0.07259469,0.061057635,0.06412158,0.097466975,0.07872795,0.08181753,0.053779762,0.05017002,0.06945445,0.06928389,0.048709206,0.08180676,0.06215303,0.027408205,0.010285506,0.056265928,0.06406154,0.087486126,0.04541552,0.056185335,0.06420326,0.07829588,0.045011748,0.034639046,0.067059964,0.046786226,0.050926376,0.0271961,0.048089888,0.0863637,0.043499835,0.05448221
2,0.0027049123,0.0002774452,0.00040986488,0.0010389078,0.002060685,0.00078064913,0.0028408663,0.0024772447,0.0061299927,0.0027672187,0.01624554,0.021962874,0.003225294,0.010465708,0.0053795073,0.0071988152,0.013505952,0.0216084,0.020743804,0.014310315,0.015311988,0.0032018954,0.019345596,0.02364729,0.019822225,0.032506805,0.027926238,0.011849112,0.03186,0.011940593,0.017087944,0.017166361,0.002831432,0.034717277,0.025160134,0.019120306,0.052168187,0.033465814,0.022835523,0.031612404,0.013298528,0.018578742,0.020869745,0.024977615,0.031529434,0.023653127,0.06504914,0.023141013,0.021478785,0.045148663,0.028913414,0.04720374,0.020535287,0.03604701,0.062988795,0.03732169,0.0219221,0.045662567,0.016770475,0.023308476,0.05120019,0.03966937,0.008814911,0.032534346,0.032044202,0.013347635,0.02972495,0.023383528,0.030291487,0.02666222,0.017221568,0.011294713,0.011732055,0.065850765,0.041280046,0.025168356,0.0678215,0.034509026,0.12328367,0.015190615,0.018009637,0.05610155,0.09365106,0.034512486,0.1163371,0.029448701,0.08867656,0.027152125,0.036470525,0.020571321,0.05853997,0.028799713,0.0547041,0.039595634,0.059036862,0.044940785,0.04772152,0.060771707,0.03520059
3,0.0013702927,0.00035105646,0.00017978085,0.0006466318,0.0002477173,0.00060632924,0.00054067903,0.00177093,0.006343822,0.0018173968,0.006789877,0.012824626,0.0053712055,0.003523975,0.0036711143,0.002512327,0.011605742,0.024742363,0.0068799444,0.0060580517,0.011561859,0.013132095,0.024622262,0.005928565,0.009189067,0.010289695,0.011265151,0.009819712,0.023387766,0.039729185,0.017372971,0.011814116,0.00931732,0.02358893,0.030449186,0.007588913,0.02031906,0.026027707,0.015032112,0.018678127,0.019202571,0.018489547,0.02219527,0.015584398,0.022824544,0.012577224,0.016108256,0.02454106,0.018657627,0.015614192,0.026833067,0.020018557,0.024240654,0.018315358,0.02351834,0.028830936,0.027394295,0.028722556,0.0105890315,0.03497171,0.01426132,0.010540718,0.008131287,0.015576773,0.04096831,0.015586785,0.058821905,0.032007117,0.027756296,0.038133394,0.05031408,0.025840156,0.039860066,0.039315913,0.021017365,0.020529289,0.030426888,0.015898371,0.029713076,0.029262071,0.031772405,0.01033812,0.041459717,0.04713263,0.038072783,0.049928162,0.031547934,0.034153722,0.04018129,0.033707082,0.016551325,0.026930591,0.031754293,0.025003944,0.010207901,0.028979609,0.034625836,0.008282238,0.023366068
4,0.00065668346,0.0001840607,0.0002730756,0.0001491776,0.00040523906,0.00032341978,0.0004506982,0.0003334557,0.0011361098,0.001189757,0.007264777,0.0028660053,0.002788208,0.00289239,0.00058487774,0.004210432,0.004259309,0.0087123355,0.0053260387,0.0045033675,0.0048934706,0.010009432,0.011125433,0.008188326,0.007957727,0.0060006483,0.018646112,0.0054201283,0.008344442,0.032327056,0.0125929555,0.010284012,0.014042962,0.013339698,0.013397521,0.031312294,0.0015706953,0.019287804,0.008143918,0.027460447,0.052152082,0.0082677035,0.018494897,0.021480884,0.010506743,0.015713729,0.036084995,0.027164578,0.02132485,0.028131163,0.018985448,0.017964488,0.015946731,0.020683032,0.016257405,0.013408172,0.018869907,0.021117697,0.021037279,0.034114886,0.012442604,0.012357429,0.010718059,0.025727984,0.04292307,0.009869379,0.02565282,0.016957829,0.02660244,0.025249619,0.021520274,0.034907997,0.034915224,0.0155056,0.027838968,0.026328802,0.02004577,0.024811428,0.025615452,0.018844496,0.028982852,0.0111650545,0.0045935493,0.017665384,0.046740323,0.040476613,0.0334293,0.03807892,0.013444533,0.027903855,0.02344656,0.024156928,0.02174922,0.048167374,0.022912942,0.021998266,0.038911887,0.03209212,0.048109345
5,0.00027930824,0.00019765727,0.00022435669,0.00017703643,0.00016488048,0.00033203067,0.00030341925,0.00019656932,0.000493974,0.0005678819,0.0049065836,0.0014345922,0.0016136304,0.00038106507,0.00044526107,0.0009023353,0.0020632872,0.0042768987,0.0022072797,0.0067923246,0.0030207355,0.002900227,0.005684435,0.007780613,0.006531543,0.0069039557,0.016829766,0.0070990855,0.0061772377,0.03931009,0.007054193,0.014324866,0.004605019,0.022972846,0.014794811,0.033026688,0.018309046,0.016102467,0.0046060346,0.009782547,0.018277789,0.0070750406,0.011309637,0.0092101935,0.014688221,0.0100170495,0.012892758,0.015461887,0.014615425,0.0305355,0.013656891,0.011183733,0.017291306,0.021005485,0.010186982,0.032821193,0.0189952,0.022842785,0.017750159,0.019994477,0.021164091,0.030773912,0.017353177,0.008781372,0.015996601,0.021699348,0.035407532,0.0155025525,0.030269435,0.020197032,0.028591476,0.020467374,0.021978866,0.016891137,0.026829258,0.03882668,0.016156979,0.013370547,0.054045066,0.027552169,0.009607997,0.023467626,0.028155655,0.024799038,0.021419825,0.026718972,0.028098814,0.025137931,0.032160252,0.023296984,0.022536293,0.022846416,0.036075015,0.018772308,0.020072848,0.03100039,0.03467323,0.035261393,0.016642177
6,0.00033821329,0.00019518816,8.743701e-05,0.00028535933,0.00034042666,0.0002848904,0.00022885426,0.00031222514,0.00031900394,0.0002656671,0.0027301684,0.0008776267,0.0014074359,0.00023620945,0.00049943774,0.00056924135,0.0025724147,0.0008376857,0.0006383857,0.0014580726,0.0027311807,0.0018396461,0.0050393934,0.005796045,0.0056897434,0.0028154152,0.01187432,0.008865638,0.0027115815,0.006497512,0.0065595857,0.006410042,0.005837802,0.010741733,0.010079304,0.028466132,0.032395504,0.028157357,0.003272206,0.010092767,0.0051674526,0.0038770023,0.015732873,0.015868235,0.023920845,0.010209216,0.0033048154,0.021197246,0.01847229,0.0093411105,0.015577301,0.01104808,0.02599783,0.018623045,0.037702076,0.02090871,0.021067444,0.018396366,0.041067593,0.017037159,0.0221867,0.0111249015,0.011583078,0.007951816,0.007700723,0.019328466,0.020029385,0.021194663,0.015549909,0.031278852,0.024401946,0.028125506,0.018508594,0.016364707,0.04274312,0.015117121,0.013448967,0.012064917,0.00922366,0.00776687,0.0037251315,0.061012607,0.013350386,0.014725727,0.01922157,0.018878175,0.026436817,0.024206957,0.020005474,0.020075953,0.010782376,0.03869912,0.017348845,0.027063334,0.014227383,0.028757377,0.058514714,0.014111356,0.026595373
7,0.00018140305,0.00016581477,0.0003474793,0.0006613379,0.00033433636,0.00024163238,0.00040194462,0.0002824927,0.0004409838,0.00026168436,0.0005098117,0.00041732567,0.00045581762,0.0003155328,0.0003348787,0.00039283276,0.0010994911,0.00044664266,0.00045913827,0.0009177373,0.0017333803,0.0011237261,0.006807744,0.004422212,0.0042385627,0.0028505335,0.010922008,0.0052161417,0.0043556155,0.0008192526,0.0077299015,0.0035757862,0.0027528254,0.015058189,0.009129122,0.009615368,0.0054825353,0.014022547,0.0034279176,0.0057196557,0.013215868,0.0024499672,0.00904781,0.016813947,0.02524211,0.01360172,0.027398106,0.03392152,0.017340159,0.009062452,0.01563995,0.0117279915,0.019381465,0.017333988,0.01984925,0.015319334,0.019648667,0.0075509,0.012768022,0.023248388,0.025047747,0.010180768,0.008900466,0.011296678,0.032646697,0.013171957,0.012321194,0.016334422,0.028928334,0.015511749,0.024052078,0.020598358,0.019063454,0.022149026,0.028800067,0.031217303,0.023796802,0.013895012,0.01394074,0.0075663347,0.010757068,0.028586783,0.0054875305,0.021104896,0.019405754,0.028044913,0.024235032,0.028684163,0.026135257,0.020962026,0.019564558,0.01441333,0.013830274,0.031126166,0.015354144,0.010176217,0.013374222,0.023966968,0.023873268
8,0.00024810652,0.0002825809,0.00017165471,0.00038065662,0.00025711083,0.00020456231,0.00022606256,0.00031795105,0.0003006371,0.00024571217,0.00045123597,0.00050416536,0.00096048263,0.00034003163,0.00035462328,0.00034737054,0.0012299824,0.00044570732,0.00046807464,0.0016649979,0.001492467,0.000798407,0.0031373284,0.001818863,0.0042645955,0.0026615912,0.010385383,0.006350501,0.0042505595,0.017301075,0.0028814725,0.0042659226,0.00048494845,0.014108855,0.026972009,0.005247078,0.028576475,0.012579412,0.0026016694,0.0029804183,0.00996352,0.00374263,0.016012652,0.003096775,0.014144851,0.011500198,0.0033298577,0.016297953,0.008314846,0.0071218065,0.013208292,0.012306903,0.0071208104,0.008082813,0.024407512,0.014634801,0.011594172,0.0065111523,0.016380463,0.017947404,0.008740513,0.007063445,0.016506642,0.014886351,0.00809705,0.007075869,0.022003517,0.0121789295,0.020368125,0.015044163,0.015126702,0.02588672,0.013957347,0.013883851,0.01501221,0.014683845,0.022411373,0.008258293,0.033210695,0.011815815,0.034852594,0.016214762,0.04104129,0.013442048,0.021790612,0.01881807,0.0215999,0.020324118,0.01854546,0.018600365,0.016290486,0.017153196,0.01204241,0.030904317,0.013348638,0.015558627,0.01598126,0.010306491,0.016462727
9,0.00019249954,0.00012359941,0.00017371436,0.00032708593,0.00014839269,0.00022069039,0.00023311014,0.00024289508,0.00021397875,0.00029346437,0.0005829438,0.0007163722,0.00033010897,0.00023680314,0.00032564485,0.00035891565,0.0011756278,0.000603841,0.0006152812,0.0005549618,0.00030942756,0.0027915717,0.0029370566,0.0020490056,0.0031201988,0.0011409111,0.0066221044,0.0045338967,0.0023568508,0.0067284154,0.005069054,0.0047247102,0.0016494875,0.0069464305,0.006848885,0.0070502628,0.012721014,0.0062863394,0.0008754926,0.0034329412,0.008340863,0.0029364487,0.014448542,0.0070937998,0.01678938,0.012357339,0.01101822,0.013511469,0.0052093086,0.007556528,0.0062131495,0.011472732,0.017798731,0.004460694,0.016795762,0.025136905,0.018055249,0.00489633,0.006347513,0.018568343,0.0138680255,0.010435664,0.008827226,0.013034946,0.007985518,0.022302855,0.020656712,0.00577607,0.023331627,0.01388851,0.027401801,0.01737854,0.016791273,0.014028457,0.013888877,0.01612038,0.031020997,0.009348263,0.008073134,0.013043325,0.022509173,0.056771014,0.035807885,0.019182632,0.025041346,0.018363561,0.029378334,0.02519099,0.014864092,0.01960527,0.015882105,0.02042062,0.024851695,0.01499888,0.020661924,0.016086474,0.013886801,0.016786633,0.026957415
