,143,21,79,38,77,39,64,47,64,47,50,60,48,63,48,63,48,63,48,63,47,65,47,65,47,65,38,79,38,79,38,79,38,79,37,82,34,89,34,89,34,89,34,89,34,90,34,90,34,90,34,90
0,,0.08262031,,0.009592837,,0.31047422,,0.3717727,,0.011210466,,0.19223845,,3.4607573,,0.16005062,,2.7546988,,0.23953807,,2.2268791,,0.011113953,,0.028044898,,1.1112192,,0.0043158764,,0.0013887669,,0.032663554,,1.27761305e-05,,0.71026045,,0.7896055,,0.6832295,,0.1295796,,4.869421,,0.14759657,,0.85916114,,0.46198744
1,,0.021741845,,0.01604661,,0.015987648,,0.06843825,,0.00025388636,,0.08519115,,3.5335069,,0.14763063,,0.08563882,,0.017139494,,0.06474806,,0.09902861,,0.15141931,,1.0086118,,0.044155188,,0.0020954316,,0.08443847,,0.069365814,,0.83511335,,0.117268175,,0.5976357,,0.066035256,,4.8712587,,0.14032374,,0.22591072,,0.01080053
2,,0.005399181,,0.0026050948,,0.011836524,,0.013549016,,0.000121218596,,0.029800987,,1.3425921,,0.037622787,,0.8263101,,0.11677613,,0.48800597,,0.048080876,,0.044794638,,0.06197136,,0.0286321,,0.00041907156,,0.030340279,,0.034226038,,0.36063644,,0.009591465,,0.0034775743,,0.0379876,,3.0413084,,0.22321549,,0.0845616,,0.01948942
3,,0.0036983346,,0.002920849,,0.017393572,,0.013359927,,1.9060746e-05,,0.02419527,,0.06448061,,0.036432542,,0.09275322,,0.043635577,,0.2442664,,0.004426646,,0.016262278,,0.2351774,,0.10459544,,0.0074046166,,0.008068073,,0.007046449,,0.044691317,,0.018976891,,0.19819197,,0.0036644586,,0.9450823,,0.00709568,,0.2328088,,0.023567209
4,,0.0019791585,,0.00034183695,,0.022350857,,0.01839406,,7.4357267e-06,,0.0073820576,,0.1475195,,0.014311794,,0.15339042,,0.011475801,,0.018313624,,0.02540654,,0.025615472,,0.18778041,,0.03549826,,0.001590407,,0.0151760345,,0.023761675,,0.016387403,,0.035754956,,0.25301468,,0.016986674,,0.07795483,,0.09221361,,0.049222592,,0.0016223205
5,,0.0037317371,,0.0031240818,,0.004317464,,1.8715185e-05,,0.009789563,,0.008081249,,0.3411922,,0.0036310495,,0.08320907,,0.020721521,,0.12568147,,0.009569163,,0.008179894,,0.0013652103,,0.0076154387,,0.0020542995,,0.000107998254,,0.0031222757,,0.108539656,,0.0041968427,,0.080874056,,0.0074646487,,0.11947502,,0.0423065,,0.05171037,,0.0032963797
6,,0.003747716,,0.0029112797,,0.0010736018,,0.015025328,,0.002808953,,0.00030986147,,0.15048258,,0.0062781973,,0.009468314,,0.0009294338,,0.006841174,,0.0032812813,,0.0011009558,,0.053029668,,0.011538809,,0.000261661,,0.013810897,,0.0047774413,,0.11680169,,0.007870399,,0.004530275,,0.002183419,,0.51436377,,0.0084370505,,0.06486808,,0.0050261463
7,,0.0020690388,,0.0019388661,,0.0019743734,,0.0040884363,,0.00010456156,,0.007809604,,0.010275981,,0.006914418,,0.076796904,,0.006579781,,0.018540183,,0.0004166052,,0.0032911978,,0.038387302,,0.022480046,,0.0006568538,,0.004087738,,0.008628136,,0.054706942,,0.0120666865,,0.070153855,,0.010296549,,0.56340116,,0.034589816,,0.0065720137,,0.008066404
8,,0.0029398946,,0.0024880837,,0.0051766387,,0.004603913,,3.232711e-06,,0.0024784934,,0.022861946,,0.0013710414,,0.033886917,,0.0044498015,,0.003434703,,0.0008685182,,0.00841287,,0.009555717,,0.004043605,,0.0004146094,,0.0012392496,,0.016169123,,0.008149404,,0.0027600352,,0.043709908,,0.0064067156,,0.28339306,,0.008805193,,0.01668579,,0.003523312
9,,0.004681536,,0.0012436172,,0.0030067258,,0.004324584,,0.00466836,,0.0052891397,,0.038727827,,0.00096426386,,0.0347502,,0.0009194219,,0.00040027578,,1.711953e-05,,0.0015554507,,0.014008039,,0.0074466784,,0.001273734,,0.0006005195,,0.00057745667,,0.008224873,,0.0011645355,,0.004429436,,0.0024055734,,0.06911205,,0.013063817,,0.028869465,,0.0073228544
10,,0.0050301524,,0.002418393,,0.0018253624,,3.8916158e-05,,0.005340199,,0.00591653,,0.0093487725,,0.0004531159,,0.010730054,,0.0006277723,,0.0022319057,,9.062462e-05,,0.004570612,,0.008075066,,0.007140698,,0.00078211626,,0.0024905354,,2.724898e-05,,0.020470351,,0.006871765,,0.004744516,,0.0044631567,,0.008346336,,0.010057633,,0.0059431223,,0.004289476
11,,0.0031558885,,0.0010073737,,0.0021169754,,0.0005678659,,0.0010383938,,0.003199818,,0.0039912495,,0.0014675179,,0.023310652,,0.0016470235,,0.0043521742,,0.0005457148,,0.0040786704,,0.0024959212,,0.0009121626,,0.00059411954,,0.00076445215,,0.003094289,,0.020251075,,0.0032647126,,0.021466399,,0.0018853941,,0.06995982,,0.0104584,,0.009379855,,0.0016474858
12,,0.007385687,,0.0023567546,,0.0013183337,,0.013362255,,0.0076347524,,0.006798062,,0.0025387134,,5.290758e-06,,0.021271374,,0.00020643423,,3.637875e-05,,0.0006097233,,0.0036114478,,0.0057174386,,0.0024161632,,0.004405562,,0.0014764601,,0.00033757853,,0.00525293,,0.0049988795,,0.008915804,,0.002568123,,0.0946039,,0.003422747,,0.0061995154,,0.00072788104
13,,0.0035682311,,0.0006067792,,0.0015970463,,0.00019444761,,0.00064858823,,0.0032093935,,0.0063303364,,0.004221791,,0.0061173397,,0.0028046106,,0.00013048432,,0.0012871972,,0.0026030112,,0.0008952577,,0.008128831,,0.00017851537,,0.0035214406,,0.0048871567,,0.0034619332,,0.003112265,,0.005154375,,0.0018067972,,0.05651279,,0.0042055133,,0.005985879,,0.0037963032
14,,0.005799969,,0.0011079431,,0.0031187187,,0.0021408314,,0.0018898711,,0.0065040453,,9.88393e-06,,0.0036936267,,0.0073732277,,0.00071556115,,0.007554221,,0.0008639491,,0.0014804618,,0.0056355796,,0.00021770017,,0.0039919564,,0.000554095,,0.0018173184,,0.005048225,,0.002249547,,0.003606547,,0.0018414393,,0.01710571,,0.008072679,,0.007624168,,0.0062081795
15,,0.0068960907,,0.0009900017,,0.0020623251,,0.003285343,,0.00034453085,,0.0080759255,,0.0011177732,,0.0013218662,,0.0019072343,,0.002910892,,0.010500281,,2.708858e-05,,0.005524762,,0.005826202,,0.0030248496,,0.0020837695,,0.00032810346,,0.002048911,,0.0030276969,,0.0034999356,,0.006431838,,0.001749324,,0.004900669,,0.0050620246,,0.010508425,,0.004709026
16,,0.008861297,,0.00036944036,,0.0011433123,,0.0015638777,,9.609494e-06,,0.0030447126,,0.0018229806,,0.004682062,,0.009763248,,0.007113056,,0.00083400466,,0.0005074538,,0.009399131,,0.0056345663,,0.003995568,,0.0023154076,,0.004470831,,0.0023176766,,0.0018145902,,0.0029521533,,0.0016312714,,0.002427229,,0.024121217,,0.0035520229,,0.006733472,,0.0036043043
17,,0.007235731,,0.0009250544,,0.0029353716,,0.0026476192,,0.01157397,,0.003843134,,0.001712285,,0.003007152,,0.008515186,,0.0024427841,,0.000492801,,0.00037740858,,0.006270831,,0.0011955504,,0.0023982022,,0.0006154742,,0.0039989785,,2.398176e-07,,0.001426255,,0.003157247,,0.0039057778,,0.0010902416,,0.017690014,,0.0042217807,,0.005130092,,0.0042447387
18,,0.0035468154,,0.000885102,,0.0039006942,,0.0038474496,,0.0030280633,,0.0017731205,,0.0006462053,,0.0072862767,,0.000528389,,0.0037865643,,0.0024541605,,0.000425808,,0.0020177702,,0.0011355235,,0.0076265866,,0.0003722321,,0.00018547193,,4.0777572e-06,,0.0032118135,,0.0033242065,,0.0033858824,,0.00072652544,,0.012283654,,0.004968504,,0.0076988777,,0.0050426843
