,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99
0,0.017776093,0.06356467,0.07567288,0.044818,0.12992203,0.07310599,0.25968385,0.24317817,0.481165,0.2698539,0.17683688,0.3214854,0.5012929,0.28660142,0.29777598,0.4237394,0.39709976,0.5557881,0.41805983,0.75535786,0.55283517,0.25690532,0.5537088,0.4685604,0.47174585,0.49551645,0.36973947,0.75074345,0.37548268,0.5644524,0.29779705,0.5586641,0.69914025,0.45818526,0.5492798,0.44130182,0.39284965,0.5201344,0.45068252,0.43989408,0.5920563,0.6146747,0.43642116,0.65022194,0.49343708,0.57252645,0.68265104,0.44043857,0.7118003,0.52271384
1,0.0023184174,0.024450269,0.049107626,0.030017143,0.067286894,0.055310987,0.090219475,0.02815356,0.14568433,0.037387002,0.049462292,0.047406286,0.13023207,0.06328973,0.03000629,0.27475023,0.26992753,0.34385824,0.21468934,0.50119704,0.3336315,0.0925624,0.3234545,0.31392068,0.31419277,0.33306524,0.2550076,0.5263316,0.21878988,0.34890717,0.161867,0.3176656,0.5097551,0.27337188,0.3269797,0.25782683,0.22613426,0.31591234,0.30061498,0.29026818,0.34777424,0.3488852,0.25127152,0.43861502,0.34708744,0.39321694,0.46332633,0.30578157,0.40539494,0.31673732
2,0.00036079597,0.01750568,0.027516546,0.028085444,0.06107587,0.036875207,0.029372938,0.08591478,0.08833957,0.05852331,0.03674969,0.09013974,0.06864862,0.0895861,0.08422472,0.15904851,0.14961945,0.15099621,0.11546644,0.27994508,0.13227232,0.044104103,0.10440574,0.16195622,0.17580934,0.17185353,0.15552086,0.3395364,0.09136728,0.16718625,0.06845621,0.11731413,0.35778928,0.14285967,0.1639259,0.097740486,0.084741674,0.19012015,0.19264092,0.14676106,0.117272854,0.12354746,0.09343723,0.27768546,0.18828867,0.23856767,0.2425243,0.19491068,0.17481197,0.16858047
3,0.0002855686,0.01907378,0.025194257,0.021436486,0.027014762,0.029171897,0.04705585,0.028153561,0.06996107,0.040226538,0.038508203,0.045090403,0.06887161,0.032993965,0.014811068,0.0793922,0.05499561,0.040318727,0.055706818,0.093077324,0.08128761,0.0584254,0.060761053,0.034862064,0.057437047,0.05666956,0.0702308,0.16267882,0.028861437,0.039464336,0.06399448,0.04549972,0.21719722,0.0664743,0.05420491,0.04295111,0.03629114,0.082307756,0.0921652,0.031938486,0.060030792,0.030201936,0.033492308,0.119638346,0.051633842,0.090434395,0.056568943,0.089032575,0.03389014,0.06891456
4,0.00024602548,0.018850602,0.022247152,0.017241817,0.029283138,0.026731646,0.026141327,0.03552694,0.02894953,0.03253496,0.03832542,0.03959887,0.049169797,0.036558926,0.040488057,0.057624295,0.055546753,0.10326181,0.036480874,0.04829916,0.07753848,0.033920065,0.12406725,0.07916531,0.031309396,0.061840307,0.031189267,0.04668109,0.06291457,0.06347725,0.051503155,0.0911241,0.09462334,0.06654427,0.07006339,0.073713504,0.099161886,0.02245212,0.029385524,0.090727195,0.14270233,0.101015106,0.09065218,0.0424362,0.06112835,0.027409222,0.057125937,0.051312134,0.1141034,0.029007629
5,0.00018326327,0.016816756,0.016574709,0.0076668514,0.021929951,0.019006813,0.021253034,0.03885475,0.050270345,0.024109876,0.021619285,0.034988437,0.040392153,0.06224562,0.04574707,0.044730622,0.08244903,0.09763003,0.043184996,0.10316642,0.058335755,0.027358662,0.071708836,0.09662117,0.08196678,0.090428464,0.061039824,0.06712629,0.06992794,0.09699879,0.030191673,0.09027764,0.039094653,0.06497689,0.08497593,0.082989246,0.06898908,0.059216965,0.046154276,0.10250778,0.09174603,0.11241395,0.080225006,0.092896886,0.11038775,0.08701454,0.140255,0.068973094,0.12211525,0.043238156
6,0.0001803717,0.014618934,0.007861295,0.0067320117,0.029187253,0.025616989,0.021629678,0.028594512,0.042338207,0.024962438,0.023891332,0.0384036,0.0349353,0.03286703,0.03375657,0.03590807,0.062472343,0.053520467,0.046982896,0.09661162,0.056203485,0.032083932,0.029981954,0.058398914,0.07613288,0.06801935,0.059881605,0.1029918,0.047152143,0.0588759,0.031709693,0.05634454,0.07402659,0.04575256,0.050798666,0.047362473,0.03025531,0.080881044,0.07733651,0.051457804,0.036928553,0.07356788,0.041303158,0.10394427,0.07055576,0.09710441,0.1026986,0.05095435,0.062409054,0.07181841
7,0.00017691684,0.013251116,0.005899737,0.004771155,0.020247655,0.016621828,0.019135866,0.023539623,0.030155888,0.020124026,0.026492333,0.028310517,0.034839343,0.020693067,0.031231359,0.040514685,0.03541611,0.03830803,0.041879017,0.06962536,0.057165664,0.033803448,0.036882285,0.032672323,0.043645848,0.0416606,0.03906223,0.09469058,0.032091785,0.031725753,0.039028894,0.044296674,0.08457978,0.03681028,0.027075958,0.02659107,0.024345696,0.052903708,0.05505743,0.021967,0.036908835,0.043046422,0.030538836,0.06916241,0.03181572,0.055378072,0.041800406,0.032791555,0.029882446,0.05762919
8,0.00020906169,0.0052126227,0.0046733655,0.0025329138,0.021587007,0.016362326,0.022993678,0.021946626,0.02496323,0.019855006,0.02007352,0.022250533,0.026451608,0.031220011,0.028651029,0.04440296,0.025845513,0.044914078,0.03588806,0.04970553,0.052721657,0.02992006,0.054400653,0.027245864,0.025609775,0.031429622,0.028327448,0.07137081,0.031642564,0.03468782,0.039137088,0.04874502,0.0662945,0.039121013,0.03252599,0.029131895,0.034719776,0.027387781,0.027700389,0.02558182,0.056791753,0.035132103,0.041708793,0.045298044,0.024789242,0.024668127,0.02092118,0.031398714,0.030947581,0.03580188
9,0.0001844214,0.002333684,0.0033135253,0.002411386,0.01682716,0.016752234,0.02146794,0.023541994,0.026663985,0.018936647,0.016612971,0.025041042,0.02364491,0.031029,0.02204602,0.039870348,0.031496134,0.05297063,0.031210102,0.038309682,0.04483635,0.02407924,0.058086406,0.03537922,0.025818232,0.031915173,0.026497232,0.048674542,0.035468582,0.042882826,0.033376794,0.050399356,0.045300778,0.04290367,0.046847582,0.037651915,0.044001475,0.022575771,0.020110302,0.038500216,0.0636221,0.037897915,0.04810987,0.04144973,0.033642013,0.023512755,0.035853684,0.035726942,0.043135688,0.02415294
10,0.00015461314,0.0015107505,0.002293413,0.001901177,0.01659255,0.014854984,0.021372044,0.022151131,0.027912037,0.013814414,0.018072976,0.020750985,0.024095315,0.021323353,0.02395451,0.03171884,0.038377088,0.05356472,0.027861603,0.037406303,0.03553127,0.020643974,0.04863267,0.042983104,0.032664776,0.03495084,0.027040016,0.03360303,0.036703024,0.04240146,0.026422177,0.04480794,0.031638257,0.041743655,0.051170632,0.040191475,0.046166304,0.02926912,0.026819132,0.04367212,0.05561013,0.041272756,0.044205148,0.047300685,0.04115021,0.0363354,0.05350871,0.036933817,0.051520437,0.023518324
11,0.00013929346,0.0008216765,0.0012612815,0.0010647698,0.014214458,0.013638459,0.017079284,0.01964313,0.024254164,0.012064946,0.017868225,0.01970343,0.025981033,0.025273353,0.019868951,0.024998752,0.040586818,0.046956673,0.025701277,0.044325955,0.02696942,0.021829667,0.034398932,0.042760674,0.03796545,0.03631676,0.027104935,0.02780156,0.03507937,0.03577423,0.021845818,0.036707297,0.028101407,0.035940778,0.044399522,0.03610369,0.04207633,0.034350105,0.03486365,0.039781168,0.040911343,0.04219494,0.034686062,0.05117193,0.0415054,0.046946194,0.05709834,0.034532335,0.051971503,0.03285953
12,0.00015712566,0.0005033859,0.0008238986,0.0008656421,0.014942237,0.009895718,0.014728186,0.017283441,0.019546924,0.01197087,0.014007903,0.0201075,0.025464619,0.020679709,0.02953432,0.021923931,0.038691636,0.037477635,0.02418153,0.05206267,0.022605449,0.024438016,0.02364736,0.03660019,0.039593134,0.03528523,0.026320256,0.030209905,0.03204106,0.030106494,0.021222042,0.03179699,0.031029012,0.02844503,0.033226375,0.030171752,0.034571365,0.034573,0.037449706,0.031692937,0.027632382,0.041415665,0.025350558,0.048403088,0.036591202,0.04924958,0.0492564,0.03035267,0.0457211,0.039093092
13,0.00016182156,0.00033363924,0.000660671,0.000595179,0.013267579,0.008034946,0.012931227,0.016415458,0.019213865,0.0078109237,0.01397884,0.017721256,0.020641336,0.02343465,0.012310497,0.02220844,0.033954956,0.029986916,0.023195988,0.053332563,0.024072943,0.024000796,0.02108078,0.029417064,0.03732169,0.03260774,0.025158372,0.037431423,0.029227968,0.028515214,0.023223039,0.031647015,0.03577637,0.022276148,0.025269559,0.025468385,0.026652979,0.032036405,0.034258086,0.024377404,0.020920353,0.039874855,0.020987127,0.040529005,0.030369973,0.043944187,0.03783721,0.026064234,0.03648644,0.03541219
14,0.00013928956,0.0003066214,0.0004153465,0.00043345802,0.009501751,0.0061970428,0.011814424,0.016359806,0.020965483,0.006986017,0.013328946,0.014737632,0.022086421,0.022886252,0.025011126,0.023261119,0.02815399,0.027356666,0.02276247,0.04626693,0.029105544,0.021245398,0.025646733,0.024646545,0.032014072,0.029408751,0.023748355,0.04420899,0.02735082,0.029130293,0.024730891,0.03364086,0.03862412,0.019672051,0.02478252,0.02298195,0.021075904,0.028551525,0.028325252,0.019969344,0.02194965,0.0374838,0.022593068,0.031766735,0.025919061,0.03470183,0.028624123,0.022605363,0.028321689,0.029279146
