,0
0,6.173502221164393e-06
1,6.3066932075562175e-06
2,6.5691989222446145e-06
3,6.160439384961172e-06
4,6.231669556874606e-06
5,6.222724141432208e-06
6,6.309136845700245e-06
7,6.089929490679036e-06
8,6.261838497957845e-06
9,6.645288538114248e-06
10,6.213172380352477e-06
11,6.448010685528122e-06
12,6.2418655382521766e-06
13,6.128886982357235e-06
14,6.580365944374318e-06
15,6.194503963864529e-06
16,6.27715615585957e-06
17,6.1241347407114405e-06
18,6.2253362391192895e-06
19,6.148708038986764e-06
