,25,50,100,500,1000,3000
0,0.00012304116599956108,0.00011734732629090772,0.00011022203180250666,1.0977852189872771e-05,8.936667338756689e-06,6.262246530684105e-06
1,0.00019726430876446265,0.00013202791719839403,7.451489418471786e-05,1.6580811668021613e-05,1.2324401723884907e-05,7.568765657729386e-06
2,0.00016751527512989022,0.0001919466845411929,8.516218106994789e-05,1.3398159523703125e-05,9.689055517888318e-06,6.2315262934294075e-06
3,0.00015065167827290704,0.00015500163519074003,0.00010609266673733978,1.0282721527015604e-05,9.3185712736322e-06,9.066296062107553e-06
4,0.00012788517057019352,0.0001674664547043423,7.975402462662952e-05,9.399718432519141e-06,1.7997209340168546e-05,8.833891329029185e-06
5,0.00011157578737937073,0.00011699652159642111,8.894878303102197e-05,1.2624521753492771e-05,1.6312138519750102e-05,7.707008398302135e-06
6,0.0001903366211403263,0.00013642111382902884,0.00016057536731506515,1.1426152270439144e-05,9.549943410314737e-06,6.503362209235003e-06
7,0.00011819314718893157,0.00012002920872727217,0.00010759689915529356,1.7883519543153306e-05,8.630394831570903e-06,9.289525566583172e-06
8,0.00026582473993203167,0.00016245418825627393,9.912429291942524e-05,1.2177100256286585e-05,8.910464609422706e-06,7.189053337508818e-06
9,9.536281984919958e-05,0.0001437454888604499,9.83061715349936e-05,1.3318109414866533e-05,7.759223688175787e-06,1.1416934685862568e-05
10,0.0002988686058313592,0.00011777295055924787,9.487733110659277e-05,1.0708826730522326e-05,1.1557483538676579e-05,6.624895084654235e-06
11,0.00013978169159800733,0.00014051275997243774,7.605834318299417e-05,9.713216921404176e-06,9.798980941321137e-06,2.7068199008172445e-05
12,0.0001265621684012606,9.878368782189116e-05,9.989340181037368e-05,1.5898491916662036e-05,2.3361044947511755e-05,1.590269114866914e-05
13,0.00019586852523402945,0.00011850280746722854,0.0001155891120774657,2.658010205923164e-05,1.2303562248936134e-05,1.171255637131424e-05
14,0.00014444550291299043,0.00017340614922461284,0.00017566838619425363,1.2977452557557914e-05,1.3013654462974233e-05,6.2793863938809164e-06
15,0.00014795149478051783,0.00015575285042135646,9.493120403304868e-05,2.317753951581882e-05,8.747279990909607e-06,4.362243284710106e-05
16,0.00014349495352304338,0.0001385165366033535,8.161234647361619e-05,1.3491479668283732e-05,9.310916659356816e-06,9.17166266770038e-06
17,0.0002428634641718709,0.0001065990794726512,0.00010712743164277348,1.1945895229073715e-05,9.572490722684593e-06,8.327820328754002e-06
18,0.0001446574088059251,0.00014998720821106221,0.00012100474195865437,9.69972737118449e-06,1.172288112144097e-05,7.034161052266858e-06
19,0.00024311340292851349,0.0001204552960410642,0.00012899545953941736,1.1393386137579084e-05,1.3145277248156176e-05,8.603042411251327e-06
