,25,50,100,500,1000,3000
0,0.0006113624000275908,0.00019847371703927383,0.00013035756162169563,0.00010842760500693744,7.13619998905567e-05,6.472068817549865e-05
1,0.0004648155866080835,0.00015658033565154068,0.00013256518243848849,4.8457378893291606e-05,0.00014749661197896647,5.202939665169784e-05
2,0.0005526431312878378,8.880595658944062e-05,0.0002542554025097158,0.0001091432177987223,0.00011907641577504556,5.4963830018302396e-05
3,0.0003788471652572826,0.0001813001721856665,0.00011523133018643841,0.00011406217698683352,5.8476738670793796e-05,4.826555972727567e-05
4,0.0006896380828594343,0.00024846836230894663,0.00013949442669407674,0.00010210718992503428,0.0001261465415639738,0.00012636700181732318
5,0.0007177449097072777,0.0006112040756844543,0.00010499146474317592,0.00010064602772356276,0.00014364883002859072,7.097870079672832e-05
6,0.00043339530904127737,0.00012970346876300376,0.00011884878105709958,0.0001028590115741572,0.00014500960471480168,5.370221980359581e-05
7,0.0010443779994887073,0.00011942317194845759,0.00011627612511090149,0.00011380083595740844,0.00011870479856779328,5.370558833517783e-05
8,0.000647414461823205,0.0003004765664656735,0.00014873702405240294,0.00011223643006245096,0.0001261385297040829,8.649808889365891e-05
9,0.00046177305469801924,0.00020335328790160704,0.0001319011223668713,0.00012676081500627933,8.410511403002876e-05,0.000121883726858657
10,0.0005865425560550549,0.00019337624976179148,0.0002649179551289258,0.00011165882671463884,9.421204458560624e-05,6.454900072891637e-05
11,0.0012235736711920966,0.00019726888754018567,0.00015229225434454496,0.00012641502462320826,0.0001274977142283779,7.82770727337755e-05
12,0.0008663177208939088,0.00023739253079954083,0.00014224980704335706,0.00012245026397998102,0.00013036713483893263,7.992457507331617e-05
13,0.0008175225245443992,0.000161725984525816,0.00017347444281923239,0.00010390507513001396,7.938776551018022e-05,6.133530673980562e-05
14,0.0003204992995315431,0.0001596492892150525,0.00011682931898421856,8.681837111809754e-05,7.072556903075597e-05,9.53628253328458e-05
15,0.0007260413789262379,0.00021356275560045868,0.00010801730968774056,0.00012191748277858597,7.190111303842857e-05,7.817197917235696e-05
16,0.0010525780598760273,0.0002674429008783957,9.358966824312231e-05,0.00011548492731648432,0.00010334520248590076,5.305700212794922e-05
17,0.0007227337052081886,0.0002885573919753133,9.962270765300392e-05,9.726266286632944e-05,0.00011040821905317395,6.980395213252939e-05
18,0.0006011427564901077,9.165626821538334e-05,8.204827410608921e-05,0.00015363479581789684,7.40624668664837e-05,8.457910643257465e-05
19,0.000409175851663898,0.0001390476740300193,0.0003301209219726695,0.00010863025876105837,4.663154973088903e-05,8.677210897237273e-05
