,0
0,5.35764641109032e-05
1,5.124871886491459e-05
2,5.0901594017426033e-05
3,7.052309094215313e-05
4,5.7063339147831684e-05
5,6.303913085119738e-05
6,4.806449199356733e-05
7,6.555289089884448e-05
8,0.00010099101174224063
9,4.6298834388375175e-05
10,5.410568869347987e-05
11,5.290669235775544e-05
12,6.510505862867805e-05
13,5.425892061399974e-05
14,0.00010739110895678835
15,4.47839865002321e-05
16,8.749990569262623e-05
17,6.281404962964901e-05
18,4.256118488504768e-05
19,4.989001112252146e-05
