,0
0,6.472068817549865e-05
1,5.202939665169784e-05
2,5.49638300183024e-05
3,4.826555972727567e-05
4,0.00012636700181732315
5,7.097870079672832e-05
6,5.370221980359581e-05
7,5.3705588335177825e-05
8,8.649808889365891e-05
9,0.00012188372685865699
10,6.454900072891637e-05
11,7.82770727337755e-05
12,7.992457507331617e-05
13,6.133530673980562e-05
14,9.536282533284581e-05
15,7.817197917235696e-05
16,5.305700212794922e-05
17,6.980395213252939e-05
18,8.457910643257465e-05
19,8.677210897237273e-05
