,0
0,8.93666733875669e-06
1,1.2324401723884909e-05
2,9.689055517888318e-06
3,9.3185712736322e-06
4,1.7997209340168546e-05
5,1.6312138519750106e-05
6,9.549943410314736e-06
7,8.630394831570903e-06
8,8.910464609422706e-06
9,7.759223688175787e-06
10,1.1557483538676579e-05
11,9.798980941321136e-06
12,2.3361044947511755e-05
13,1.2303562248936137e-05
14,1.3013654462974233e-05
15,8.747279990909607e-06
16,9.310916659356817e-06
17,9.572490722684592e-06
18,1.172288112144097e-05
19,1.3145277248156177e-05
