,25,50,100,500,1000,3000
0,0.00015751318673601518,5.35764641109032e-05,5.529352704216612e-05,1.9136156970928204e-05,6.7511073924816875e-06,6.173502221164393e-06
1,0.0001035592209876664,5.124871886491459e-05,4.820255576779647e-05,1.9443056614750814e-05,7.117940933944351e-06,6.3066932075562175e-06
2,0.0001038141462809146,5.0901594017426033e-05,3.7348621059389445e-05,1.9818582573740187e-05,6.813120090163545e-06,6.569198922244615e-06
3,0.00015547455914524831,7.052309094215313e-05,6.134885294342471e-05,2.0166742625223966e-05,7.626761762840892e-06,6.160439384961172e-06
4,0.000130167407034072,5.706333914783168e-05,3.46892687237393e-05,1.8560464870650812e-05,6.7686360990735196e-06,6.2316695568746065e-06
5,0.0001151966056300292,6.303913085119738e-05,3.545493450353224e-05,1.848912873905432e-05,6.712948596670862e-06,6.222724141432208e-06
6,0.00016332321118978245,4.8064491993567325e-05,4.551694997521783e-05,1.8968612205762486e-05,6.979823592351033e-06,6.309136845700245e-06
7,0.0001197476503781774,6.555289089884448e-05,3.0367206152372058e-05,1.8964882406727718e-05,6.952499765076982e-06,6.089929490679036e-06
8,0.0001660547510017221,0.00010099101174224064,4.648935083365713e-05,2.009809107211758e-05,6.658265857869587e-06,6.261838497957845e-06
9,9.652922670512841e-05,4.6298834388375175e-05,4.1346497971032736e-05,1.9460877264312022e-05,7.00131599864578e-06,6.645288538114247e-06
10,0.000167994361756503,5.4105688693479874e-05,4.22370079628276e-05,1.9721896939238468e-05,6.66806365220011e-06,6.213172380352477e-06
11,0.00015403481244023786,5.2906692357755435e-05,5.637387674930817e-05,1.943570056047673e-05,7.004252242185997e-06,6.448010685528123e-06
12,0.00013839461178369384,6.510505862867805e-05,4.3555255531028275e-05,1.953442703613148e-05,7.257053964122123e-06,6.241865538252176e-06
13,8.145073532184371e-05,5.4258920613999734e-05,5.254902680942057e-05,1.9335885600593053e-05,7.036554980973253e-06,6.128886982357235e-06
14,0.000143085380938753,0.00010739110895678835,4.512321272887456e-05,2.069524291609866e-05,7.171097544330685e-06,6.580365944374317e-06
15,0.00011100169942417849,4.4783986500232104e-05,3.991005265931947e-05,1.8704387839449205e-05,7.16429989284442e-06,6.194503963864529e-06
16,0.0001857686521091577,8.749990569262623e-05,3.1952234886590635e-05,1.9380153418118955e-05,6.72625865553227e-06,6.27715615585957e-06
17,0.00017245177761547186,6.281404962964901e-05,3.4561536393571165e-05,1.972452606208262e-05,7.173460005463661e-06,6.124134740711441e-06
18,0.00017967123969743666,4.256118488504768e-05,3.817553766242906e-05,1.94668674906206e-05,6.702659785549876e-06,6.22533623911929e-06
19,0.00017643049446224832,4.989001112252146e-05,4.172367638050138e-05,1.991538647768759e-05,6.819165249480911e-06,6.1487080389867636e-06
