,0
0,6.262246530684105e-06
1,7.5687656577293865e-06
2,6.2315262934294075e-06
3,9.066296062107551e-06
4,8.833891329029185e-06
5,7.707008398302135e-06
6,6.503362209235004e-06
7,9.289525566583172e-06
8,7.189053337508819e-06
9,1.1416934685862568e-05
10,6.624895084654235e-06
11,2.7068199008172445e-05
12,1.590269114866914e-05
13,1.1712556371314241e-05
14,6.279386393880916e-06
15,4.362243284710106e-05
16,9.171662667700379e-06
17,8.327820328754002e-06
18,7.034161052266857e-06
19,8.603042411251328e-06
