dCa_dt,Ca,dCb_dt,Cb,dCc_dt,Cc,dTdt,T,Rrxn,dVdt,V,Qout
-0.00166998636066447,4.94272404858948,0.0919476024685958,4.93634591870702,0.474336086701723,0.521989301792844,0.264050468657571,499.289658886012,44.4353537053669,6.19928952452097,78.0791154734401,7.97650218835207
0.218892130656544,4.8932618204545,-0.166894254497278,4.97186489936312,0.400861414649337,0.936471652217681,-2.51002377999025,496.302063229388,48.2147403075995,6.23299108567671,86.1436522815502,8.37831504254778
-0.286058612886431,4.91642961016538,-0.195191824875351,4.88561303373857,0.306231337132532,1.29801564934469,-5.32290281344033,492.457127806497,50.3915139939663,8.21974249381136,92.8445736651719,8.69807823205374
0.117269936664556,4.70142830217352,-0.342902839440097,4.93783147236999,0.21792477960684,1.5859542963401,-5.6111508559957,488.45442046754,51.3289905324992,9.64621778176185,99.7292048173572,9.01480266542807
-0.224567589371862,4.60497870067848,-0.280143646092103,4.80688714448146,0.247461522612562,1.82688315421026,-1.10143638743562,484.443899743123,51.2183226203963,4.31075796029848,106.406998719246,9.31172503394477
0.0468183247544827,4.45445109435895,-0.193247202709471,4.81782434530543,0.193265965780442,2.02185826857802,-1.82926234957902,481.642069410095,51.7859273575166,5.28440030362931,112.50244823171,9.57471891073599
-0.150863176488658,4.39616544538481,0.132489144309119,4.82540055053845,0.116661236039661,2.16939659608079,-5.06851493302224,477.928850818565,53.4495298272451,8.32886480646705,119.656653752381,9.87446268628613
-0.12627385317786,4.36352520882253,-0.109497710745101,4.79969227562206,0.130831841671324,2.32647762063925,-2.55223020304258,474.935382756323,54.3755314930363,6.23409556387938,125.16919740054,10.0993582976545
-0.0877702766655983,4.38559189377706,0.0973530325629196,4.78282667962206,0.0964337895802471,2.45530553408785,-4.22850786098307,471.459064941035,56.0737635616654,7.3459271246083,131.188595941693,10.3393464604683
0.0395197491153232,4.36974032695103,-0.125219056424829,4.66532660189867,0.170475997340645,2.58620389485279,-0.858264799993438,468.422623662733,55.660043607458,2.01877530946028,136.106286213128,10.5313522290303
-0.224442780480133,4.36069444585895,0.386479756009461,4.61980796071241,0.0800822700065348,2.70068379903131,-2.56360569005358,466.072118585822,56.152052559197,5.91411056925724,140.669897246031,10.7064534087431
-0.0391593727893873,4.28564673077662,0.189090613131769,4.53007142064909,0.0906803605258549,2.79191780906027,-1.63761209703933,463.967439649626,55.322901574838,4.20637005805701,145.421493696561,10.8857748329876
-0.100211322199935,4.18876676418165,-0.0476115475974253,4.59504575397856,0.0214234238534276,2.85418764217145,-3.42764109782147,462.010928615031,56.3185306044685,7.51092155447961,150.886284033063,11.088426646598
-0.234828160228097,4.19713885281641,0.0680720106525597,4.54741371054151,0.0720180051344476,2.92502220499641,-2.19512460882457,459.817967384372,56.9155584858972,4.36676868177325,155.600241715094,11.2603056703664
0.0146840114198647,4.16130887234564,0.0529331279183948,4.53039875526217,0.0860185157508079,2.98555086089902,-1.1565935463981,457.740748024456,57.2723237040318,3.13463423828047,160.314570286214,11.4296134803765
0.028911592313746,4.17701773934912,0.0903995458771386,4.47500907084649,0.0229427551430798,3.04626661640843,-2.21953709761023,455.961572370972,57.7196573228952,6.12891622572125,164.546388711947,11.5794844528116
0.143873577893912,4.2122304325897,-0.0920555805646279,4.37695539409175,0.0362104613469436,3.10574203806096,-1.63373983678233,454.193057300275,57.769840231529,4.91359403528763,168.608533265246,11.7215439838439
0.170119921933884,4.17350735991761,-0.188072263558413,4.37234792439581,0.0632301783220788,3.14723749906479,-1.43265565078495,452.855451295005,58.2175712414467,3.15165190385479,172.952965788886,11.8715944788326
-0.0416247984347319,4.19174577025788,0.0353042099944792,4.36530134313222,0.0719508398932948,3.19423457138989,-1.20190162110129,451.082665615562,59.1486085060762,2.52160505207819,176.983114632934,12.0091138804106
-0.158602336330715,4.14357697973056,-0.046874783390393,4.44808428630328,0.0849879682897288,3.25117318529357,-1.42557373678552,449.436478901288,60.0976188217971,1.65707923482983,180.191716884016,12.1174840839627
-0.0256983086022745,4.06381569706827,-0.0206762840270092,4.48426550005996,0.0196642276898025,3.29961107803742,-2.06533520797282,447.804760268969,60.0064436790403,4.85771489923389,183.663087146895,12.2336481679294
-0.157905334040697,4.05400501827395,0.0124326546570654,4.44239044556739,0.0495997642816643,3.33401335769546,-1.57463783980314,446.380551069154,60.0539515571551,2.86181591099601,187.51050886495,12.3611208537807
0.239529175487069,4.0313123727769,0.193674429728501,4.45669805286237,-0.0296684582573963,3.37486218103843,-2.09000803530657,444.928368394275,60.4375475575328,7.11763825625986,190.748299160524,12.4673853575069
-0.111975302822637,4.02853990972064,-0.091798468661025,4.4523385108075,0.000880843024278128,3.40873485174726,-2.06514395047876,443.342115675338,60.8838882349919,5.22950176871326,194.254310405174,12.5814408012596
0.22048247377896,4.04862423996512,-0.072267264951164,4.37783396031617,-0.00396614436584802,3.4380912947864,-1.78140798175394,441.819983997749,60.7087639975266,5.19127401503721,197.762990336626,12.6945571903973
0.0104150983441066,4.05026966843787,-0.023270285571959,4.35577496121343,0.0280452126246284,3.46695451653081,-1.07882163445538,440.516722247861,60.9717561933086,3.15949105933471,201.077117800111,12.8004834389824
-0.0290043914964601,4.03477129481227,-0.0479402705113626,4.28246150543125,0.0155520412272223,3.4974950075409,-1.04875150045951,439.518931804388,60.191199152885,3.4140606848187,203.873753126813,12.8891923623385
0.10685876712091,3.98272283405579,-0.0109640554258815,4.25339415707468,0.0442403055360104,3.53302023846907,-0.314014538655034,438.898137672857,59.3676866693672,1.2740656101303,205.860072872933,12.9518291641329
