,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.12714158,0.42710727,0.7938106,0.9698538,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.13020363,0.43984944,0.80926645,0.96167415,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.12967342,0.43805808,0.7965479,0.97163576,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.12200405,0.4406673,0.81001735,0.95432377,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.1182742,0.46104214,0.79795575,0.9716017,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.13870098,0.48123792,0.82204247,0.96475655,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.13869418,0.4863637,0.8187822,0.97363144,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.14539912,0.46478793,0.81490815,0.9742203,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.14515586,0.47031868,0.8171006,0.96868235,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.14668171,0.4590416,0.82611215,0.9564224,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.15980667,0.4644663,0.81837523,0.9774424,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.16464946,0.49730548,0.82723176,0.9718723,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.17386112,0.47391984,0.8389195,0.96916884,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.18076207,0.47449028,0.8393155,0.9682009,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.188934,0.47418168,0.8461658,0.96187717,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.19191027,0.45908198,0.8436631,0.963996,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.20773283,0.47971386,0.8514042,0.97321385,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.21265398,0.47735512,0.8465341,0.97295856,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.22460815,0.46487617,0.8520597,0.9720678,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
19,0.24296507,0.46906695,0.85979056,0.97480094,3119,0.25323030346433084,0.5008774801817077,0.8486118687099798,0.9689777810048061
20,0.23801896,0.47176316,0.85922694,0.97459763,3120,0.2570492494324045,0.5003286201183337,0.853345279341517,0.9677980578836926
21,0.2323301,0.47303978,0.86334574,0.9649914,3121,0.2699463982076138,0.48490487621704764,0.8561880928721514,0.9681210249876332
22,0.26915056,0.45775518,0.8673425,0.97733396,3122,0.28240306617891336,0.49491282977582945,0.8594694875580926,0.9685228109397827
23,0.27511254,0.4676854,0.8727108,0.9717775,3123,0.2684799568262048,0.5187412183665178,0.8619039790845854,0.9697315036969187
24,0.2550139,0.49141097,0.8754511,0.97057676,3124,0.2649264810477335,0.5084266048688851,0.8686708609234846,0.9663514195785363
25,0.2655535,0.4862925,0.8752818,0.96924746,3125,0.26283167966595916,0.5214197977890181,0.8724231074474226,0.9649361925956543
26,0.2434817,0.48907998,0.8759866,0.9627076,3126,0.25554516232515645,0.5138722776234006,0.8766907332459928,0.9624327500906954
27,0.2405743,0.51296335,0.87304616,0.96749455,3127,0.26989208355269717,0.5261465355806926,0.8764372669451115,0.9640927080159603
28,0.25146928,0.51036036,0.8845931,0.9633767,3128,0.2635008247324756,0.5407792243560056,0.8820514874817761,0.9608400140029281
29,0.24435534,0.51745623,0.8774923,0.96372634,3129,0.27036310316400597,0.5496152301960154,0.884193901944382,0.9608392089562892
30,0.24240081,0.5323336,0.8864993,0.95846266,3130,0.26727921514657027,0.5497614863918912,0.8886905221392164,0.9584261591754348
31,0.25428948,0.52926683,0.8918755,0.9656838,3131,0.2841003759487066,0.548259807550704,0.8902518102404656,0.9590567254777244
32,0.25914112,0.5242341,0.89111364,0.9659197,3132,0.27848942728301734,0.5601188547883681,0.8928649028518794,0.9587380498182227
33,0.2793523,0.5202382,0.8956765,0.96980095,3133,0.3113304666732196,0.5621803289635812,0.8933704865319351,0.9611828335501612
34,0.30146775,0.5295713,0.9005524,0.9783483,3134,0.33901612214319526,0.553948910694424,0.8957506074765794,0.9632837546902603
35,0.30322435,0.52888834,0.9030751,0.9711916,3135,0.3251539583016068,0.5544468434499734,0.9041773429421626,0.9591746231025808
36,0.31254658,0.5187968,0.9065428,0.97193056,3136,0.336933654253724,0.5615981371963561,0.9045150456881607,0.9620345318413837
37,0.30140904,0.54723513,0.9130522,0.96461046,3137,0.3279592260359559,0.5670354633412227,0.9096944342205469,0.9603512352815221
38,0.3090413,0.540856,0.91562605,0.9696176,3138,0.34164667331556464,0.5543750607749401,0.9142925335778697,0.9588296824479302
39,0.31066415,0.5324399,0.9132999,0.96146137,3139,0.3487518501322026,0.5441219642777162,0.9179182342071761,0.9579923638814191
40,0.33113152,0.5372715,0.91496146,0.97040504,3140,0.3589887992145595,0.5565168444844782,0.9189477922580495,0.959308362917608
41,0.33083695,0.5232558,0.92096686,0.9612849,3141,0.36671013559728594,0.552349592833957,0.9215957127509057,0.959761148806572
42,0.34587604,0.5265442,0.9293134,0.961786,3142,0.37635127608709124,0.5501146027700924,0.9258273071012797,0.9585088604699353
43,0.34622777,0.5315432,0.9297246,0.96452695,3143,0.3796397285005576,0.5674266147875612,0.9264382646705546,0.9608177635161212
44,0.35637993,0.54016304,0.92753804,0.9664052,3144,0.38929343307680336,0.5614640887753533,0.9273474466307562,0.9629695549292716
45,0.37089318,0.5307987,0.93363285,0.9642682,3145,0.389261638526147,0.5639746963754291,0.9293510421999049,0.9642082585503239
46,0.3689704,0.5398802,0.9348928,0.9617642,3146,0.3889030990045614,0.5666095234257489,0.9337290506665274,0.9630587172041942
47,0.376151,0.54179275,0.93655765,0.96962225,3147,0.39585658205354524,0.56361278319089,0.9387833384627395,0.9609437537137139
48,0.39183322,0.54453975,0.9489474,0.9663982,3148,0.3969866581720878,0.5659780900471606,0.9397762940637628,0.9622475613849791
49,0.38366872,0.5425674,0.94175315,0.9693632,3149,0.4011769464231558,0.5711660997965938,0.9416061720718012,0.9627323918803067
50,0.376603,0.54355353,0.9474752,0.96211696,3150,0.41017100723207406,0.5706544348977787,0.9442547381975079,0.962474566250877
51,0.38195717,0.55864656,0.9524336,0.9645462,3151,0.4248439819154403,0.5806200795118349,0.9468274107823709,0.9625361720598368
52,0.4030917,0.5585791,0.9505745,0.9694109,3152,0.4407567915683264,0.590434090703999,0.9437553507707427,0.968943841043816
53,0.41802356,0.5646235,0.9593899,0.9626014,3153,0.436497402024624,0.588436356318051,0.9457878765836352,0.9708292509291071
54,0.4045177,0.5716817,0.9623538,0.96099627,3154,0.43352030240738965,0.5887416589707298,0.9491966933775119,0.970830987088227
55,0.40062833,0.58361113,0.9621775,0.96451,3155,0.43887543148508107,0.5934187271421291,0.9493587067755743,0.9737780473716292
56,0.41549194,0.57835746,0.9683151,0.96803266,3156,0.45071119911446517,0.5849119491851013,0.9512022117895401,0.9751214466178056
57,0.42938012,0.5684547,0.9735247,0.95779663,3157,0.46120048694390914,0.5764567222992913,0.9566734668139865,0.9729665926504079
58,0.43912607,0.5685419,0.97700393,0.966394,3158,0.45869197315676363,0.5762004377527536,0.9611352930412348,0.9716518550200247
59,0.44293952,0.57226706,0.9724468,0.96895164,3159,0.4501077133698407,0.5858610045646111,0.9660685640168745,0.9695556829474964
60,0.4337005,0.57664317,0.97516,0.95828485,3160,0.4473033602108434,0.59758438994521,0.9670122228124983,0.9705596343108253
61,0.43929684,0.5881174,0.97584796,0.96475816,3161,0.44628001880284074,0.6052296476049033,0.968751969431116,0.9707987804062925
