,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.13538516,0.41522223,0.8084851,0.97575444,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.12865514,0.45805287,0.8120133,0.96452206,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.13085747,0.43451917,0.8149699,0.97528654,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.12925911,0.4416474,0.8006305,0.95940393,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.12407933,0.45199353,0.8227006,0.98014593,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.1389741,0.48569125,0.81765765,0.9613469,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.1584807,0.49819624,0.8356628,0.96127367,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.17370856,0.46839458,0.8303064,0.96370155,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.15179405,0.4808305,0.8268761,0.9653746,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.13560566,0.45898062,0.81498456,0.96306324,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.17675132,0.47291952,0.8470348,0.9724719,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.18116143,0.49253607,0.83580273,0.95627725,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.18095875,0.4771629,0.847875,0.968355,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.18927124,0.49487138,0.85281336,0.9669459,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.18380746,0.46211666,0.83509713,0.9638384,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
