,pred,index,Cc
0,0.7942469,3100,0.796581382934141
1,0.7948939,3101,0.8000367355677966
2,0.7955611,3102,0.8009814976178916
3,0.79610926,3103,0.8033820739475883
4,0.79680586,3104,0.8041450311024454
5,0.79831207,3105,0.8071844012362249
6,0.8012896,3106,0.8093963661765061
7,0.8043419,3107,0.8137001830889546
8,0.8062812,3108,0.8194298963756238
9,0.8082625,3109,0.8209547225702094
10,0.81083584,3110,0.822680963609824
11,0.813153,3111,0.8247091814268255
12,0.81644666,3112,0.8282546109611999
13,0.8194357,3113,0.832075222577827
14,0.8228027,3114,0.83591227408699
15,0.82546127,3115,0.837297829067596
16,0.8291793,3116,0.8419989803213158
17,0.8327788,3117,0.8433077792799137
18,0.83664,3118,0.8457670007184327
19,0.84107137,3119,0.8486118687099798
20,0.8456951,3120,0.853345279341517
21,0.84889114,3121,0.8561880928721514
22,0.85222554,3122,0.8594694875580926
23,0.8555131,3123,0.8619039790845854
24,0.85912347,3124,0.8686708609234846
25,0.8619745,3125,0.8724231074474226
26,0.86399007,3126,0.8766907332459928
27,0.8653045,3127,0.8764372669451115
28,0.86703086,3128,0.8820514874817761
29,0.8684324,3129,0.884193901944382
30,0.87104344,3130,0.8886905221392164
31,0.8731909,3131,0.8902518102404656
32,0.8761294,3132,0.8928649028518794
33,0.8785958,3133,0.8933704865319351
34,0.8821241,3134,0.8957506074765794
35,0.88724065,3135,0.9041773429421626
36,0.89083797,3136,0.9045150456881607
37,0.89583653,3137,0.9096944342205469
38,0.8990962,3138,0.9142925335778697
39,0.9020571,3139,0.9179182342071761
40,0.9051212,3140,0.9189477922580495
41,0.9078001,3141,0.9215957127509057
42,0.9114988,3142,0.9258273071012797
43,0.91451585,3143,0.9264382646705546
44,0.9176311,3144,0.9273474466307562
45,0.92144483,3145,0.9293510421999049
46,0.92480296,3146,0.9337290506665274
47,0.92716646,3147,0.9387833384627395
48,0.9302326,3148,0.9397762940637628
49,0.93196124,3149,0.9416061720718012
50,0.93432283,3150,0.9442547381975079
51,0.9370219,3151,0.9468274107823709
52,0.94020116,3152,0.9437553507707427
53,0.9452769,3153,0.9457878765836352
54,0.9490024,3154,0.9491966933775119
55,0.951807,3155,0.9493587067755743
56,0.9543592,3156,0.9512022117895401
57,0.9577055,3157,0.9566734668139865
58,0.9596268,3158,0.9611352930412348
59,0.96274257,3159,0.9660685640168745
60,0.9652046,3160,0.9670122228124983
61,0.96672106,3161,0.968751969431116
62,0.9679038,3162,0.9692566291108669
63,0.9704489,3163,0.9718472081455057
64,0.9722202,3164,0.9766695537442064
65,0.97368324,3165,0.9800861651553889
66,0.97572666,3166,0.9811187992407201
67,0.97750854,3167,0.981131432361644
68,0.97973126,3168,0.9851244202180114
69,0.9807632,3169,0.9889264377262053
70,0.98103833,3170,0.9903466173876305
71,0.98249245,3171,0.992143711419477
72,0.98350227,3172,0.9921918044611985
73,0.98521066,3173,0.9905632756468343
74,0.98705083,3174,0.9928844628932665
75,0.9886383,3175,0.9944982377584759
76,0.9899118,3176,0.9967231345857841
77,0.99013853,3177,0.9956556674827598
78,0.99055433,3178,0.9931716641561932
79,0.99028134,3179,0.9961015133020557
80,0.98981565,3180,0.9968595670124147
81,0.9884028,3181,0.9966050133203782
82,0.98807925,3182,0.9966808462089561
83,0.9877665,3183,0.9939986252124802
84,0.9874201,3184,0.9936432156327918
85,0.9855114,3185,0.9934428913766633
86,0.98639023,3186,0.9918722080472843
87,0.9854142,3187,0.9952700678927145
88,0.9842335,3188,0.993953003856202
89,0.984577,3189,0.9955886474451368
90,0.98263,3190,0.9954135396693642
91,0.98247445,3191,0.9925539213165508
92,0.9822172,3192,0.9934831670448773
93,0.981985,3193,0.9951323973914827
94,0.98087144,3194,0.9934562972982258
95,0.9798305,3195,0.992399033471687
96,0.978051,3196,0.9926067085842066
97,0.9753052,3197,0.9886825874965749
98,0.97319734,3198,0.9842772359125028
99,0.9730767,3199,0.9836630656792922
100,0.9711349,3200,0.9817348283208138
101,0.9685204,3201,0.9802262857793161
102,0.96691775,3202,0.9804531003939223
103,0.96470815,3203,0.9801844624223254
104,0.9633279,3204,0.9727343491432203
105,0.9609972,3205,0.9714181700633633
106,0.95838845,3206,0.9678377574263708
107,0.9560094,3207,0.9675172723019468
108,0.9531456,3208,0.9608468133596885
109,0.95113325,3209,0.9579009182277908
110,0.9491266,3210,0.954120790143302
111,0.94645655,3211,0.9523016665901899
112,0.94417226,3212,0.9497136761856078
113,0.9426508,3213,0.9491512341735256
114,0.9401877,3214,0.9482693287333109
115,0.9370985,3215,0.9420488661138804
116,0.9351183,3216,0.9421224097933929
117,0.9341729,3217,0.9390825153481365
118,0.93215203,3218,0.9398300094630546
119,0.93117213,3219,0.9391672128491265
120,0.93040234,3220,0.9401381791843948
121,0.9279041,3221,0.9347414744299469
122,0.9265156,3222,0.9305989725677694
123,0.9253936,3223,0.9291535557105287
124,0.9241232,3224,0.9289398698522245
125,0.9218405,3225,0.928471120212033
126,0.91946435,3226,0.9271410119637976
127,0.91628987,3227,0.9222397086348113
128,0.9135287,3228,0.9187985535322296
129,0.91113615,3229,0.9134693994875505
130,0.90861565,3230,0.9131864160655951
131,0.9063107,3231,0.9103086379191452
132,0.90402067,3232,0.9110781132735513
133,0.9012493,3233,0.9087937160631192
134,0.8981422,3234,0.9043402966568203
135,0.89460844,3235,0.8959473576882044
136,0.8925868,3236,0.8970969744437652
137,0.88947684,3237,0.8959731741358891
138,0.8864667,3238,0.8935220540914293
139,0.8831116,3239,0.8869563004004489
140,0.880586,3240,0.8842493991562513
141,0.87731194,3241,0.8770812795682552
142,0.8748194,3242,0.8744555345884055
143,0.8716798,3243,0.8714654975936967
144,0.8693978,3244,0.8705028314849901
145,0.86587316,3245,0.8667656164902005
146,0.86260825,3246,0.8649513545695257
147,0.8578372,3247,0.8599755815811587
148,0.85471153,3248,0.8590955474030858
149,0.85062546,3249,0.8553225799272501
150,0.8466064,3250,0.8533212309715226
151,0.8433105,3251,0.8488200402779231
152,0.84015805,3252,0.8460870954780763
153,0.83731925,3253,0.84072591005634
154,0.8348977,3254,0.8398848310538437
155,0.8313694,3255,0.8362248591648935
156,0.8289449,3256,0.8339642004997913
157,0.82574034,3257,0.8280467088237543
158,0.8238862,3258,0.8246785940488861
159,0.82148546,3259,0.8248277355145052
160,0.81844264,3260,0.8207768547322398
161,0.8161489,3261,0.819909341523859
162,0.8131643,3262,0.8169401219219617
163,0.8098842,3263,0.8143224533871518
164,0.80694544,3264,0.8096217496800018
165,0.8042691,3265,0.8064514381154119
166,0.8025294,3266,0.8040567169289723
167,0.7997013,3267,0.801493179644512
168,0.7964158,3268,0.8015805387055023
169,0.79323965,3269,0.796583043289206
170,0.7914734,3270,0.7948334723268101
171,0.7898389,3271,0.7885459133300665
172,0.7900074,3272,0.7856783375215584
173,0.7894304,3273,0.7859408048113078
174,0.78804135,3274,0.783772969483394
175,0.78704345,3275,0.7812162804627776
176,0.78764665,3276,0.7797122144368459
177,0.7872249,3277,0.782207862721751
178,0.78533727,3278,0.781072779039078
179,0.7832229,3279,0.7821600915579755
180,0.7800046,3280,0.7805865056237355
181,0.7774176,3281,0.7773350734593747
182,0.7750438,3282,0.7745891209483445
183,0.77313006,3283,0.7753069878084368
184,0.7686195,3284,0.7727116439433903
185,0.76661545,3285,0.7702668676323803
186,0.7642958,3286,0.7712555661657557
187,0.76029,3287,0.7681182483901717
188,0.75812644,3288,0.7695729259967519
189,0.75526714,3289,0.7652155796824371
190,0.7521501,3290,0.7644342571111888
191,0.75129414,3291,0.7598023478921028
192,0.7513913,3292,0.7561080325409856
193,0.7512096,3293,0.7545701697769688
194,0.75305253,3294,0.7553324287798872
195,0.7510663,3295,0.7555034947539577
196,0.75044054,3296,0.7549394936590832
197,0.7495152,3297,0.7538714838573173
198,0.74862224,3298,0.7540724374180525
199,0.74779105,3299,0.7551325728620061
200,0.7474234,3300,0.7507133476925756
201,0.7492133,3301,0.7501750444952029
202,0.75011617,3302,0.7540560380830826
203,0.75065875,3303,0.755248320402562
204,0.75147575,3304,0.7576337743418108
205,0.7513609,3305,0.7625067965703266
206,0.7498028,3306,0.7625381009138603
207,0.7506274,3307,0.7608420401249275
208,0.7516825,3308,0.7608768893009529
209,0.7526341,3309,0.7646605277787087
210,0.75260204,3310,0.762113155111237
211,0.754797,3311,0.7626626326892668
212,0.7554591,3312,0.7613230585807086
213,0.75818133,3313,0.7621657928990949
214,0.7592523,3314,0.7621129826998887
215,0.762406,3315,0.7611675438175792
216,0.7635591,3316,0.764942408479603
217,0.7650352,3317,0.7650185519328103
218,0.76585215,3318,0.7652306463199421
219,0.766426,3319,0.7664093553588862
220,0.7685561,3320,0.7681072630211945
221,0.7681235,3321,0.770076873692454
222,0.7689632,3322,0.7719310261645974
223,0.77003694,3323,0.7728578642205917
224,0.77047455,3324,0.7729605421093246
225,0.7715066,3325,0.7765648660945641
226,0.7717632,3326,0.7755034602623334
227,0.7727438,3327,0.7769826624294018
228,0.7755361,3328,0.7760787827504471
229,0.77737325,3329,0.7776096112086207
230,0.77865726,3330,0.7813713279319179
231,0.7792547,3331,0.7845424664008582
232,0.7797678,3332,0.7862638376278364
233,0.7804695,3333,0.7853814896865933
234,0.7813592,3334,0.7862014063470592
235,0.7815912,3335,0.7846227933212702
236,0.7837384,3336,0.7892036721351983
237,0.78372514,3337,0.7887643490064183
238,0.7861008,3338,0.7871049731331121
239,0.7888085,3339,0.7885619406757375
240,0.7900566,3340,0.7915358161892248
241,0.7904488,3341,0.7941237458639799
242,0.7912129,3342,0.7938064874953766
243,0.7940388,3343,0.7948893646541367
244,0.7960125,3344,0.7967711708265175
245,0.7985041,3345,0.7957520841949289
246,0.8022084,3346,0.7966692881346588
247,0.8053372,3347,0.8003597462022293
248,0.80663985,3348,0.8024182037005163
249,0.8092106,3349,0.801597270744861
250,0.8123914,3350,0.8064635322283057
251,0.8142799,3351,0.8078040886151614
252,0.8164368,3352,0.8105672221449725
253,0.81767434,3353,0.8136789052280786
254,0.8197453,3354,0.8176044266194631
255,0.8207709,3355,0.8213625982649865
256,0.82132554,3356,0.8248945665504183
257,0.82122207,3357,0.8243994951196262
258,0.82132435,3358,0.8240471042811814
259,0.8227087,3359,0.8272453723570046
260,0.8247161,3360,0.8271585890444648
261,0.8264644,3361,0.8283901619570595
262,0.8284003,3362,0.8302808247552693
263,0.83031625,3363,0.830115773406647
264,0.83249044,3364,0.8322756241876347
265,0.834497,3365,0.8340202473824442
266,0.8379724,3366,0.8410743779136866
267,0.8396245,3367,0.8428753724081557
268,0.84205437,3368,0.845922731078105
269,0.84355164,3369,0.8437742651939607
270,0.8467264,3370,0.850321255949645
271,0.8483902,3371,0.8528351440604967
272,0.8507203,3372,0.8553584480388743
273,0.853202,3373,0.8554228651740193
274,0.85617197,3374,0.8575368135054322
275,0.8579875,3375,0.8595747428456962
276,0.8603476,3376,0.8656417737193558
277,0.8606395,3377,0.8658439807334247
278,0.86273485,3378,0.8683784007074361
279,0.8637223,3379,0.8670319750859589
280,0.866133,3380,0.8670472370916024
281,0.86824805,3381,0.8698117992089232
282,0.87066156,3382,0.8708836145483811
283,0.8726177,3383,0.8744469824610477
284,0.87404346,3384,0.8731608361691672
285,0.8757522,3385,0.8767006170804503
286,0.8760278,3386,0.8764719408537424
287,0.8773029,3387,0.8786037729423717
288,0.8789415,3388,0.8800177402291826
289,0.88003,3389,0.8810309159740985
290,0.88124746,3390,0.8784739508619475
291,0.8826687,3391,0.8802426731319546
292,0.8841661,3392,0.8847185394878742
293,0.8847991,3393,0.8870505338304003
294,0.88484746,3394,0.8878314543136641
295,0.8858869,3395,0.8895715531301861
296,0.8866212,3396,0.889143282995599
297,0.8872022,3397,0.8882696966868795
298,0.8879297,3398,0.8891804308555853
299,0.8875214,3399,0.890217652943606
300,0.8880397,3400,0.8911902373852945
301,0.88898915,3401,0.8935539536092376
302,0.89057314,3402,0.8942419891922023
303,0.8916337,3403,0.895266748327751
304,0.8916106,3404,0.8954588638812303
305,0.8920381,3405,0.8925817179372963
306,0.8916859,3406,0.8968878236450397
307,0.8902349,3407,0.896688750720404
308,0.88962436,3408,0.8969220764146955
309,0.8889861,3409,0.8927993350349847
310,0.88987935,3410,0.8947696826577344
311,0.890131,3411,0.8971813181541286
312,0.88959527,3412,0.8974487006404442
313,0.89010835,3413,0.8998197364375081
314,0.8892722,3414,0.8968056540496165
315,0.88952816,3415,0.8945570904700377
316,0.8903957,3416,0.896150565928189
317,0.8913537,3417,0.8965116038715563
318,0.89245844,3418,0.8965735329394484
319,0.89333993,3419,0.897909655958841
320,0.894394,3420,0.9011641396812909
321,0.89553624,3421,0.8975401595612187
322,0.8970274,3422,0.9015402849471654
323,0.8974072,3423,0.9029580337571841
324,0.89759797,3424,0.9080862877153119
325,0.8972472,3425,0.9027429787412384
326,0.8980932,3426,0.9023087900919426
327,0.8990954,3427,0.8999161030296986
328,0.90030503,3428,0.9040465053216192
329,0.90065074,3429,0.9050617704157385
330,0.89972174,3430,0.8997631658948492
331,0.90072536,3431,0.8984051972851778
332,0.9016288,3432,0.9000296477561885
333,0.901227,3433,0.9003798916129445
334,0.9002577,3434,0.8951468266123981
335,0.90044206,3435,0.8967891131817016
336,0.90038854,3436,0.8970003495827894
337,0.8992859,3437,0.8986405673999597
338,0.898363,3438,0.898167667321318
339,0.8971984,3439,0.898749828454729
340,0.8962213,3440,0.9013681219825218
341,0.89453834,3441,0.8982133848857589
342,0.8936403,3442,0.8990489380343698
343,0.8923106,3443,0.9000673040178374
344,0.89107627,3444,0.8980225626702595
345,0.8905244,3445,0.8973727479799842
346,0.88855195,3446,0.8957857713242288
347,0.8871019,3447,0.8903690557215501
348,0.88721764,3448,0.8878587210198354
349,0.8865027,3449,0.8864927182864241
350,0.8860199,3450,0.8840983773342743
351,0.8854402,3451,0.8816301145321772
352,0.8852833,3452,0.8844515396187467
353,0.88430786,3453,0.8840458310942694
354,0.8834412,3454,0.8802417269612969
355,0.88313466,3455,0.8788619587662829
