,Cb_pred,Cb
0,0.49036762,0.9858941420950899
1,0.47318143,1.0
2,0.4822964,0.9657462985125292
3,0.46820793,0.9864841086001219
4,0.47420037,0.9344814314812799
5,0.47448057,0.9388249852052487
6,0.47070295,0.9418337673409228
7,0.47936532,0.9316240916618238
8,0.49386784,0.924926160125977
9,0.5109085,0.8782626757138089
10,0.4933353,0.8601855948759696
11,0.4898353,0.8245480045051414
12,0.49565384,0.850351636717609
13,0.5031039,0.8314352482393227
14,0.50651467,0.8246780007903437
15,0.5239689,0.8026807755509644
16,0.5188787,0.7637401526556163
17,0.53899384,0.7619103616077996
18,0.53581774,0.759111912097607
19,0.55432653,0.7919879803786003
20,0.5642707,0.8063568347390436
21,0.5658846,0.789726752526053
22,0.5635809,0.7954088152354619
23,0.57399863,0.7936774851234892
24,0.56681246,0.7640890627339123
25,0.58905137,0.7553286450327262
26,0.5825147,0.7262132489633927
27,0.58289933,0.7146695650508347
28,0.5784056,0.6940205025959839
29,0.5790584,0.6765575943997175
30,0.58423483,0.6913947533465992
31,0.58278143,0.7025853346126285
32,0.5837734,0.6794159216745578
33,0.5852643,0.6646361453497424
34,0.5686207,0.6707781678812518
35,0.56942165,0.6528913934097941
36,0.55950975,0.6699250199131987
37,0.5875653,0.6845995827943014
38,0.5824175,0.6734785550849152
39,0.5790496,0.6540883441057678
40,0.5872823,0.6454401536634679
41,0.5871668,0.6369050274085771
42,0.58918935,0.6526490371549271
43,0.59369874,0.6423644034697336
44,0.6061139,0.6287857480044485
45,0.6099497,0.6328931802637572
46,0.6298604,0.6112859639922669
47,0.6264193,0.6041786688029728
48,0.6244538,0.6256036439932927
49,0.6339441,0.6220383502759887
50,0.6404278,0.6185188004352496
51,0.62200475,0.6215591053596753
52,0.61743045,0.6152676191937351
53,0.5884508,0.6155551731295733
54,0.58189636,0.6279297078837971
55,0.5884161,0.6076623409305061
56,0.5879903,0.6048948185096641
57,0.5853606,0.5928342916045151
58,0.58105093,0.5769352356513973
59,0.57898355,0.5854414097598379
60,0.5750651,0.5934066736736825
61,0.567497,0.5890996072087253
62,0.5914822,0.5719632163541715
63,0.57728076,0.589495648382775
64,0.5793364,0.568683987005298
65,0.57841754,0.5598765434990047
66,0.5779549,0.5464342325901282
67,0.5784792,0.5609482966850667
68,0.5750422,0.5808965218643887
69,0.56871927,0.5760628759488374
70,0.5676719,0.5604102871787522
71,0.58312106,0.5840168973947205
72,0.5854249,0.5743481243462505
73,0.5754162,0.5852415326484678
74,0.5848993,0.5837679230581719
75,0.57493407,0.5852033854727257
76,0.5794468,0.569354189124812
77,0.5950073,0.561346156983452
78,0.5889921,0.5714152011305348
79,0.59152997,0.5680403399001176
80,0.60158896,0.5832527248480232
81,0.6069946,0.5750572853104985
82,0.59786224,0.5835666980233716
83,0.59500206,0.5725932424498109
84,0.58990026,0.5794064392995483
85,0.58428276,0.5672285540573595
86,0.5769016,0.553816719259439
87,0.5760617,0.5546231581738239
88,0.5778473,0.5607450565369116
89,0.5758698,0.5493529062391707
90,0.5897046,0.5511270932393075
91,0.56457907,0.5407987029147173
92,0.56617504,0.5378837868328809
93,0.5722064,0.5320906936619164
94,0.5796603,0.5183539760517554
95,0.5768795,0.5122380907596157
96,0.57267296,0.5052047881017506
97,0.58086145,0.5085693979581961
98,0.56544155,0.5100345815859122
99,0.5672888,0.5121585834027931
100,0.5590918,0.5149420451822043
101,0.56623065,0.504389882622808
102,0.5467695,0.5007238225362813
103,0.5582386,0.4872709923663619
104,0.5648118,0.4851928928473543
105,0.56061876,0.48461181200588765
106,0.5645326,0.4765454988371617
107,0.54469955,0.47012972766094213
108,0.5333162,0.4600283391869106
109,0.5425932,0.4658104600871514
110,0.54271823,0.46218010198599974
111,0.5334159,0.4577551512418821
112,0.52582896,0.45659976271471564
113,0.5268126,0.4532756170341732
114,0.5344901,0.44747995464236356
115,0.5492351,0.44923298462529365
116,0.52508223,0.4471674831023435
117,0.50813556,0.4386966963193466
118,0.4988365,0.4299672151174843
119,0.51478434,0.4270621856250175
120,0.49892744,0.437785004781196
121,0.48648185,0.42448638375544834
122,0.4831812,0.42665884458548
123,0.46140686,0.41634343356025694
124,0.4745926,0.4019631165838328
125,0.48177123,0.4216761354959977
126,0.4904789,0.4093886745139324
127,0.47476995,0.39665994818195643
128,0.47651052,0.3898632007579908
129,0.48283827,0.3798881575089174
130,0.4754762,0.389505776570038
131,0.46690685,0.388408148745932
132,0.46901953,0.3766714865606835
133,0.47898102,0.369469823102852
134,0.48595098,0.35474126119658417
135,0.48670784,0.3413185333301609
136,0.4871897,0.3407557625293155
137,0.50027204,0.3414988816188019
138,0.48697662,0.3362657023054547
139,0.4827985,0.32534946067949955
140,0.49476495,0.32392146491793594
141,0.49036986,0.3186192192285707
142,0.46694303,0.3132774533492412
143,0.4704507,0.3069524467334771
144,0.46924138,0.29752920195728605
145,0.46691287,0.3005615494820003
146,0.46037248,0.29830861774251416
147,0.45141673,0.2831178503261906
148,0.46078536,0.27067820032793394
149,0.45607623,0.26453192393024155
150,0.44882467,0.25045144541786796
151,0.44131467,0.24009924266532928
152,0.46038476,0.22707543012618586
153,0.46324745,0.23078559058953202
154,0.46096298,0.2365969181967601
155,0.4570638,0.22660598297156506
156,0.46117616,0.23817350395414838
157,0.46271992,0.24145949965480912
158,0.44949934,0.23517413569458193
159,0.44696987,0.24192564872389077
160,0.43234465,0.23921822964973638
161,0.42526045,0.24688088393335633
162,0.4112804,0.24592353283877927
163,0.39049512,0.24443436668236007
164,0.37978417,0.23980672298813377
165,0.37141865,0.23478117465866885
166,0.3505199,0.22363944652692758
167,0.3424545,0.2089685020866314
168,0.3409473,0.20182636750681765
169,0.33128387,0.1833248587081519
170,0.3310359,0.18603616415635085
171,0.32411844,0.1959847038299748
172,0.32472646,0.1997630491376796
173,0.3140664,0.1963146221062098
174,0.31501997,0.18569233818637657
175,0.30147886,0.17396145275321998
176,0.29527122,0.1879495121881239
177,0.2884124,0.1856168102379674
178,0.2778275,0.17660587403627764
179,0.27815112,0.16344493949430963
180,0.25872618,0.16320991654838538
181,0.2542286,0.16596525286092648
182,0.25452814,0.153684417987642
183,0.25750378,0.15588609442064927
184,0.26641935,0.16307730339015555
185,0.2469586,0.1596651176391893
186,0.2604293,0.15135756668216876
187,0.24603331,0.15953238593014832
188,0.2424203,0.16338593835860538
189,0.23882277,0.14831279241292827
190,0.23264222,0.1420867504700804
191,0.23980321,0.1432646803083962
192,0.23766953,0.12626098656526447
193,0.23563337,0.11651780171118971
194,0.23867959,0.11263047891675902
195,0.22678593,0.11429767322292773
196,0.22514504,0.10693263149791142
197,0.22808498,0.1029566302971912
198,0.22261201,0.10321428762679435
199,0.2131199,0.08480884236731999
200,0.19296174,0.08559660648372905
201,0.19815275,0.08866139058347956
202,0.17731592,0.08242108555654916
203,0.16962932,0.08491079236544322
204,0.16864727,0.08343443113500394
205,0.15738207,0.07720782357723578
206,0.151323,0.07485982914332731
207,0.15170956,0.07487624975372516
208,0.14341165,0.08049036233520014
209,0.14418627,0.08555686155524937
210,0.1397573,0.08267737673787538
211,0.119140714,0.09743593931761665
212,0.11824691,0.08837527084716985
213,0.108615406,0.08432717194314546
214,0.107207164,0.07821979660388534
215,0.11410611,0.08742283419669582
216,0.11984236,0.06856208524381663
217,0.10989858,0.05679677199679271
218,0.1213219,0.05926412164562189
219,0.114044785,0.06517655943301755
220,0.0978941,0.051098992111296614
221,0.094750956,0.04567857714608539
222,0.0948641,0.039819989499146495
223,0.09953344,0.0497004439940347
224,0.091956235,0.05483245408064982
225,0.084812954,0.05491105378289661
226,0.08290964,0.05403518299103319
227,0.078083456,0.06709901654095776
228,0.07022177,0.08276135689218782
