,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.13629247,0.4431516,0.7983962,0.9617342,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.13312802,0.4491092,0.8015002,0.9612249,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.12437694,0.460198,0.7988776,0.96227527,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.13054821,0.4579152,0.8026434,0.95553434,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.12421368,0.4778294,0.80146164,0.961486,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.13604799,0.47790003,0.8044548,0.9595324,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.15187976,0.49673802,0.8093376,0.96004516,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.16307238,0.49135798,0.8113457,0.9587522,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.17257845,0.48273438,0.8165782,0.9580432,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.16824529,0.48328,0.8183128,0.95376056,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.1767401,0.49084657,0.8186626,0.9624452,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.18281677,0.49409908,0.8227912,0.9583727,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.18988326,0.49472988,0.8257198,0.95989126,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.2079015,0.4968505,0.831542,0.9594453,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.21118008,0.48910755,0.83389914,0.9551429,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.2105919,0.49112087,0.83557147,0.9585084,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.2336859,0.49865198,0.83951163,0.9606583,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.2312385,0.5095656,0.843497,0.960224,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.23497017,0.50413114,0.8456654,0.96154964,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
19,0.2550396,0.5057345,0.85073924,0.96211874,3119,0.25323030346433084,0.5008774801817077,0.8486118687099798,0.9689777810048061
20,0.26037195,0.5012346,0.8548357,0.964325,3120,0.2570492494324045,0.5003286201183337,0.853345279341517,0.9677980578836926
21,0.2604098,0.498666,0.85954535,0.9608555,3121,0.2699463982076138,0.48490487621704764,0.8561880928721514,0.9681210249876332
22,0.27991396,0.4823206,0.8602597,0.9662594,3122,0.28240306617891336,0.49491282977582945,0.8594694875580926,0.9685228109397827
23,0.2873793,0.49413705,0.8660658,0.96227306,3123,0.2684799568262048,0.5187412183665178,0.8619039790845854,0.9697315036969187
24,0.27496323,0.5130293,0.86789703,0.96157473,3124,0.2649264810477335,0.5084266048688851,0.8686708609234846,0.9663514195785363
25,0.26939437,0.50838864,0.8699468,0.9640915,3125,0.26283167966595916,0.5214197977890181,0.8724231074474226,0.9649361925956543
26,0.26905754,0.5137828,0.87264806,0.9599448,3126,0.25554516232515645,0.5138722776234006,0.8766907332459928,0.9624327500906954
27,0.25849062,0.51452285,0.87207067,0.9649457,3127,0.26989208355269717,0.5261465355806926,0.8764372669451115,0.9640927080159603
28,0.27466515,0.5229435,0.87638545,0.96085036,3128,0.2635008247324756,0.5407792243560056,0.8820514874817761,0.9608400140029281
29,0.26511025,0.5419384,0.8767513,0.9602858,3129,0.27036310316400597,0.5496152301960154,0.884193901944382,0.9608392089562892
30,0.27249706,0.5479379,0.8815869,0.95825815,3130,0.26727921514657027,0.5497614863918912,0.8886905221392164,0.9584261591754348
31,0.27728578,0.5427492,0.881325,0.9595745,3131,0.2841003759487066,0.548259807550704,0.8902518102404656,0.9590567254777244
32,0.29163983,0.54698116,0.8858828,0.96077895,3132,0.27848942728301734,0.5601188547883681,0.8928649028518794,0.9587380498182227
33,0.29266194,0.5528062,0.88790077,0.96351707,3133,0.3113304666732196,0.5621803289635812,0.8933704865319351,0.9611828335501612
34,0.32373902,0.5648332,0.89238864,0.9650377,3134,0.33901612214319526,0.553948910694424,0.8957506074765794,0.9632837546902603
35,0.34335354,0.55658937,0.8993004,0.96119386,3135,0.3251539583016068,0.5544468434499734,0.9041773429421626,0.9591746231025808
36,0.33640903,0.5497939,0.89980745,0.9625216,3136,0.336933654253724,0.5615981371963561,0.9045150456881607,0.9620345318413837
37,0.33960146,0.5633333,0.9065373,0.96124107,3137,0.3279592260359559,0.5670354633412227,0.9096944342205469,0.9603512352815221
38,0.33780375,0.56541413,0.9079587,0.9639064,3138,0.34164667331556464,0.5543750607749401,0.9142925335778697,0.9588296824479302
39,0.34599406,0.55153733,0.9111757,0.96073633,3139,0.3487518501322026,0.5441219642777162,0.9179182342071761,0.9579923638814191
40,0.35095578,0.55282223,0.91268885,0.965369,3140,0.3589887992145595,0.5565168444844782,0.9189477922580495,0.959308362917608
41,0.36411586,0.55193347,0.9175041,0.9597101,3141,0.36671013559728594,0.552349592833957,0.9215957127509057,0.959761148806572
42,0.37316272,0.5455884,0.9206654,0.96008694,3142,0.37635127608709124,0.5501146027700924,0.9258273071012797,0.9585088604699353
43,0.38161537,0.55116504,0.92416763,0.96370816,3143,0.3796397285005576,0.5674266147875612,0.9264382646705546,0.9608177635161212
44,0.38135904,0.56994087,0.92679334,0.9629501,3144,0.38929343307680336,0.5614640887753533,0.9273474466307562,0.9629695549292716
45,0.39130846,0.55918235,0.93009627,0.9610303,3145,0.389261638526147,0.5639746963754291,0.9293510421999049,0.9642082585503239
46,0.38750377,0.5668196,0.933159,0.9631959,3146,0.3889030990045614,0.5666095234257489,0.9337290506665274,0.9630587172041942
47,0.39244765,0.5669975,0.93419623,0.9643825,3147,0.39585658205354524,0.56361278319089,0.9387833384627395,0.9609437537137139
48,0.4021837,0.5598723,0.9376887,0.9632603,3148,0.3969866581720878,0.5659780900471606,0.9397762940637628,0.9622475613849791
49,0.4029028,0.5618527,0.9378196,0.96514577,3149,0.4011769464231558,0.5711660997965938,0.9416061720718012,0.9627323918803067
50,0.4075107,0.5608491,0.94141686,0.9608906,3150,0.41017100723207406,0.5706544348977787,0.9442547381975079,0.962474566250877
51,0.41457793,0.56500953,0.94413674,0.9623567,3151,0.4248439819154403,0.5806200795118349,0.9468274107823709,0.9625361720598368
52,0.42595395,0.5835992,0.94791734,0.9645287,3152,0.4407567915683264,0.590434090703999,0.9437553507707427,0.968943841043816
53,0.43613628,0.59368646,0.95467734,0.9623724,3153,0.436497402024624,0.588436356318051,0.9457878765836352,0.9708292509291071
54,0.43366843,0.5854054,0.9564694,0.9630402,3154,0.43352030240738965,0.5887416589707298,0.9491966933775119,0.970830987088227
55,0.4292499,0.59131,0.9582039,0.9656619,3155,0.43887543148508107,0.5934187271421291,0.9493587067755743,0.9737780473716292
56,0.43980938,0.5884101,0.9606985,0.9651337,3156,0.45071119911446517,0.5849119491851013,0.9512022117895401,0.9751214466178056
57,0.4464716,0.57943904,0.9649178,0.9631681,3157,0.46120048694390914,0.5764567222992913,0.9566734668139865,0.9729665926504079
58,0.46231157,0.5724116,0.96643627,0.9673137,3158,0.45869197315676363,0.5762004377527536,0.9611352930412348,0.9716518550200247
59,0.45654607,0.57631177,0.9675157,0.96785426,3159,0.4501077133698407,0.5858610045646111,0.9660685640168745,0.9695556829474964
60,0.44482213,0.58726543,0.9706584,0.9671762,3160,0.4473033602108434,0.59758438994521,0.9670122228124983,0.9705596343108253
61,0.4446062,0.5951306,0.9704319,0.96675146,3161,0.44628001880284074,0.6052296476049033,0.968751969431116,0.9707987804062925
