,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.1251368,0.44572672,0.8005812,0.97123265,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.12095077,0.45304236,0.80229414,0.967698,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.11517785,0.46490324,0.80128074,0.9668462,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.1045641,0.45531029,0.7947032,0.96534395,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.114381686,0.48128933,0.8072835,0.97048765,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.12591213,0.4844827,0.81554735,0.9736471,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.13386756,0.49808455,0.82296276,0.96907544,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.14070858,0.4911515,0.8222705,0.9694941,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.15052429,0.48295164,0.8241241,0.9720346,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.13370118,0.4748664,0.8147179,0.9675573,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.16106659,0.49004418,0.8311596,0.96931005,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.16272871,0.49347222,0.83295274,0.9717812,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.16545218,0.48824954,0.83482784,0.9698938,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.18270728,0.49258018,0.84200406,0.97123355,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.18185271,0.4802211,0.8359495,0.9698573,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.18253979,0.4851523,0.83930343,0.968487,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.2081867,0.49271584,0.8543814,0.9755292,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.20472832,0.5038351,0.8538017,0.97073543,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.20957908,0.49673265,0.854363,0.9694387,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
19,0.22876953,0.49880797,0.8632403,0.9714436,3119,0.25323030346433084,0.5008774801817077,0.8486118687099798,0.9689777810048061
20,0.24026516,0.495777,0.8682671,0.9740755,3120,0.2570492494324045,0.5003286201183337,0.853345279341517,0.9677980578836926
21,0.23320001,0.48991412,0.8637154,0.97252303,3121,0.2699463982076138,0.48490487621704764,0.8561880928721514,0.9681210249876332
22,0.26280233,0.47771186,0.8718345,0.9728933,3122,0.28240306617891336,0.49491282977582945,0.8594694875580926,0.9685228109397827
23,0.25905544,0.48259705,0.87135124,0.97278947,3123,0.2684799568262048,0.5187412183665178,0.8619039790845854,0.9697315036969187
24,0.24712367,0.5052134,0.87461126,0.9738625,3124,0.2649264810477335,0.5084266048688851,0.8686708609234846,0.9663514195785363
25,0.24949591,0.50257194,0.8732388,0.972191,3125,0.26283167966595916,0.5214197977890181,0.8724231074474226,0.9649361925956543
26,0.24871144,0.5033565,0.87303984,0.9702115,3126,0.25554516232515645,0.5138722776234006,0.8766907332459928,0.9624327500906954
27,0.246674,0.5174458,0.8777363,0.9745784,3127,0.26989208355269717,0.5261465355806926,0.8764372669451115,0.9640927080159603
