,pred,Cc
0,0.84046775,0.0
1,0.8444454,0.11912246337590114
2,0.84911036,0.22303041388910178
3,0.85103613,0.30578414488889083
4,0.8498464,0.37502723574286523
5,0.8599685,0.43106319456398146
6,0.86098087,0.4734657938458959
7,0.86246306,0.5186109696919478
8,0.871289,0.5556361853274144
9,0.8785825,0.5932564486997982
10,0.87785363,0.6261580383062185
11,0.88087314,0.652378744705832
12,0.87571776,0.6702751301770276
13,0.8836074,0.6906330238417769
14,0.88146406,0.7080289939924015
15,0.8857074,0.7254787366764908
16,0.8830725,0.7425720067042928
17,0.89028966,0.7544978258100479
18,0.89507896,0.768004811140263
19,0.89695823,0.7843690011774588
20,0.8999604,0.7982900791159305
21,0.8993044,0.8081773138664861
22,0.90726435,0.8199172889405371
23,0.90627986,0.8296523137777121
24,0.9074248,0.8380893722126307
25,0.9075121,0.846384678566773
26,0.90940255,0.8551620330623324
27,0.91205996,0.8653720046469456
28,0.91994035,0.8704993460030551
29,0.9100329,0.8798270435821187
30,0.9175531,0.8823967312239357
31,0.9190742,0.8829713580340196
32,0.92106915,0.8873438284878704
33,0.92574316,0.8940199064936462
34,0.922493,0.8949420136160348
35,0.9200622,0.9006125449492769
36,0.92376006,0.9038402630673901
37,0.92563003,0.9083542645688266
38,0.9258074,0.9138953421187052
39,0.9247183,0.9185517615079865
40,0.92647487,0.9221381161586879
41,0.931618,0.9267917790145682
42,0.93600965,0.925783423986322
43,0.9302258,0.9256941103582953
44,0.9344962,0.9293960927109675
45,0.9365344,0.9343823925479923
46,0.9386712,0.932906418069414
47,0.9349286,0.9321497184353599
48,0.93309724,0.934909858642683
49,0.9375662,0.9377529913993694
50,0.93951917,0.9384700064399046
51,0.93936,0.9410717051596506
52,0.93936425,0.9436302561112395
53,0.9371457,0.944093525706538
54,0.941133,0.943341707713433
55,0.94295585,0.9410568487496093
56,0.93885314,0.9394265198014589
57,0.9412497,0.9402642769261108
58,0.944503,0.9388644280095887
59,0.9422961,0.9403974901589646
60,0.94524425,0.9389089758308105
61,0.94345444,0.9405360510270586
62,0.9504652,0.9418330880792043
63,0.9449931,0.937478912484494
64,0.9480637,0.9407349765348204
65,0.9472616,0.9393166698641683
66,0.94494206,0.9376381050773722
67,0.951436,0.9396532738505281
68,0.9447325,0.9360382940046219
69,0.94461554,0.9354235791622203
70,0.9449278,0.9323896309230452
71,0.94566965,0.9318457441026804
72,0.9446361,0.9306435180739909
73,0.9424823,0.9282133146810724
74,0.94498163,0.9262969384101583
75,0.94259596,0.9201951866282785
76,0.94187874,0.9161079527338234
77,0.9403665,0.9183123990663955
78,0.93976766,0.9149017542238113
