,Cb_pred,Cb
0,0.46513492,0.9858941420950899
1,0.4673253,1.0
2,0.4789745,0.9657462985125292
3,0.46332377,0.9864841086001219
4,0.48695648,0.9344814314812799
5,0.48944628,0.9388249852052487
6,0.49501726,0.9418337673409228
7,0.5074754,0.9316240916618238
8,0.50292945,0.924926160125977
9,0.52378154,0.8782626757138089
10,0.5222268,0.8601855948759696
11,0.52844805,0.8245480045051414
12,0.5203726,0.850351636717609
13,0.5289461,0.8314352482393227
14,0.53469336,0.8246780007903437
15,0.54684657,0.8026807755509644
16,0.54223573,0.7637401526556163
17,0.5592572,0.7619103616077996
18,0.54521817,0.759111912097607
19,0.5679846,0.7919879803786003
20,0.571141,0.8063568347390436
21,0.5679768,0.789726752526053
22,0.56628746,0.7954088152354619
23,0.5732349,0.7936774851234892
24,0.57753265,0.7640890627339123
25,0.58513314,0.7553286450327262
26,0.5750437,0.7262132489633927
27,0.59779847,0.7146695650508347
28,0.5963605,0.6940205025959839
29,0.58606046,0.6765575943997175
30,0.58401406,0.6913947533465992
31,0.5824999,0.7025853346126285
32,0.58458453,0.6794159216745578
33,0.59192514,0.6646361453497424
34,0.5760781,0.6707781678812518
35,0.5958324,0.6528913934097941
36,0.5729498,0.6699250199131987
37,0.5797492,0.6845995827943014
38,0.59332526,0.6734785550849152
39,0.5920074,0.6540883441057678
40,0.61055416,0.6454401536634679
41,0.6089977,0.6369050274085771
42,0.6036401,0.6526490371549271
43,0.60897464,0.6423644034697336
44,0.61621165,0.6287857480044485
45,0.5956547,0.6328931802637572
46,0.61084455,0.6112859639922669
47,0.62117326,0.6041786688029728
48,0.6198438,0.6256036439932927
49,0.6187798,0.6220383502759887
50,0.60783416,0.6185188004352496
51,0.6119889,0.6215591053596753
52,0.6188529,0.6152676191937351
53,0.6079811,0.6155551731295733
54,0.611267,0.6279297078837971
55,0.61537826,0.6076623409305061
56,0.6116308,0.6048948185096641
57,0.6120455,0.5928342916045151
58,0.5992375,0.5769352356513973
59,0.606368,0.5854414097598379
60,0.6110702,0.5934066736736825
61,0.6012568,0.5890996072087253
62,0.62078106,0.5719632163541715
63,0.61388475,0.589495648382775
64,0.6254255,0.568683987005298
65,0.6081469,0.5598765434990047
66,0.622541,0.5464342325901282
67,0.6227472,0.5609482966850667
68,0.61436516,0.5808965218643887
69,0.616136,0.5760628759488374
70,0.6127834,0.5604102871787522
71,0.62432724,0.5840168973947205
72,0.60812485,0.5743481243462505
73,0.61717343,0.5852415326484678
74,0.6139498,0.5837679230581719
75,0.6157151,0.5852033854727257
76,0.61307126,0.569354189124812
77,0.6088504,0.561346156983452
78,0.61360455,0.5714152011305348
79,0.6129224,0.5680403399001176
80,0.6186989,0.5832527248480232
81,0.6074924,0.5750572853104985
82,0.62725735,0.5835666980233716
83,0.6095413,0.5725932424498109
84,0.6122612,0.5794064392995483
85,0.60269505,0.5672285540573595
86,0.60484153,0.553816719259439
87,0.59936726,0.5546231581738239
88,0.6142769,0.5607450565369116
89,0.60224986,0.5493529062391707
90,0.6097509,0.5511270932393075
91,0.59949255,0.5407987029147173
92,0.5921404,0.5378837868328809
93,0.5825106,0.5320906936619164
94,0.5943526,0.5183539760517554
95,0.57870585,0.5122380907596157
96,0.59812635,0.5052047881017506
97,0.5980876,0.5085693979581961
98,0.59735906,0.5100345815859122
99,0.60021406,0.5121585834027931
100,0.6081791,0.5149420451822043
101,0.60560644,0.504389882622808
102,0.5978788,0.5007238225362813
103,0.58466953,0.4872709923663619
104,0.6049632,0.4851928928473543
105,0.58560276,0.48461181200588765
106,0.5823771,0.4765454988371617
107,0.5848992,0.47012972766094213
108,0.57687545,0.4600283391869106
109,0.5804851,0.4658104600871514
110,0.5808522,0.46218010198599974
111,0.57126737,0.4577551512418821
112,0.5631716,0.45659976271471564
113,0.5664003,0.4532756170341732
114,0.5599741,0.44747995464236356
115,0.5723701,0.44923298462529365
116,0.55289876,0.4471674831023435
117,0.54442215,0.4386966963193466
