,pred,Cc
0,0.08803707,0.0
1,-0.21415722,0.11912246337590114
2,-0.29030418,0.22303041388910178
3,0.1982102,0.30578414488889083
4,0.23264703,0.37502723574286523
5,0.23579296,0.43106319456398146
6,-0.18604738,0.4734657938458959
7,0.584578,0.5186109696919478
8,0.0037428364,0.5556361853274144
9,0.12452999,0.5932564486997982
10,-0.14250362,0.6261580383062185
11,0.6956866,0.652378744705832
12,0.6067554,0.6702751301770276
13,0.77565837,0.6906330238417769
14,0.9238285,0.7080289939924015
15,0.25645724,0.7254787366764908
16,0.5338442,0.7425720067042928
17,0.532262,0.7544978258100479
18,0.42604554,0.768004811140263
19,0.59036875,0.7843690011774588
20,0.6684477,0.7982900791159305
21,0.61799866,0.8081773138664861
22,0.7778315,0.8199172889405371
23,0.42531598,0.8296523137777121
24,0.78201014,0.8380893722126307
25,0.5889099,0.846384678566773
26,0.51611435,0.8551620330623324
27,0.78499556,0.8653720046469456
28,0.3616059,0.8704993460030551
29,0.7091804,0.8798270435821187
30,0.79471135,0.8823967312239357
31,0.60930544,0.8829713580340196
32,0.7351258,0.8873438284878704
33,0.58951366,0.8940199064936462
34,0.5608524,0.8949420136160348
35,0.6220266,0.9006125449492769
36,0.79007155,0.9038402630673901
37,0.5693847,0.9083542645688266
38,0.7567899,0.9138953421187052
39,0.76737654,0.9185517615079865
40,0.68752176,0.9221381161586879
41,0.70210564,0.9267917790145682
42,0.67170703,0.925783423986322
43,0.83350414,0.9256941103582953
44,0.7695634,0.9293960927109675
45,0.689885,0.9343823925479923
46,0.7853049,0.932906418069414
47,0.9363904,0.9321497184353599
48,0.78647757,0.934909858642683
49,0.93433857,0.9377529913993694
50,0.7807756,0.9384700064399046
51,0.90611607,0.9410717051596506
52,0.72263366,0.9436302561112395
53,0.91867876,0.944093525706538
54,0.77799547,0.943341707713433
55,1.0064054,0.9410568487496093
56,0.946802,0.9394265198014589
57,0.6938208,0.9402642769261108
58,0.7957214,0.9388644280095887
59,0.8447121,0.9403974901589646
60,0.89114606,0.9389089758308105
61,0.829782,0.9405360510270586
62,0.8120901,0.9418330880792043
63,0.803815,0.937478912484494
64,0.7673309,0.9407349765348204
65,0.88922024,0.9393166698641683
66,0.8420316,0.9376381050773722
67,0.87001824,0.9396532738505281
68,0.8422621,0.9360382940046219
69,0.76730776,0.9354235791622203
70,0.84535396,0.9323896309230452
71,0.8537891,0.9318457441026804
72,0.77379704,0.9306435180739909
73,0.86505175,0.9282133146810724
74,0.7926358,0.9262969384101583
75,0.8379117,0.9201951866282785
76,0.96477497,0.9161079527338234
77,0.7251288,0.9183123990663955
78,0.83065474,0.9149017542238113
79,0.83242226,0.9115878763295466
80,0.79391545,0.9111712418975139
81,0.8332641,0.9105930171831494
82,0.9406612,0.9080897564306452
83,0.7774013,0.9060956814578527
84,0.9031757,0.9065967438065812
85,0.8398534,0.9070154614539506
86,0.8267081,0.906214295788011
87,0.82050884,0.8961860995400271
88,0.7737503,0.8923311323805023
89,0.8336797,0.8930152004818797
90,0.84086066,0.8900985300347433
91,0.8064591,0.8880050087189661
92,0.87814575,0.8854022360797824
93,0.8636029,0.8818110612966763
94,0.83043325,0.8807396760018918
95,0.78461367,0.879009643052712
96,0.8624382,0.8765566948271767
97,0.8208678,0.8744346929254465
98,0.8427299,0.8710344927078931
99,0.845631,0.8658087189593371
100,0.8129907,0.8644768624575414
101,0.7570237,0.8623394022464771
102,0.89215165,0.8588125466879392
103,0.8332655,0.8580559820898932
104,0.76806474,0.8557615032653676
105,0.8284529,0.8507011229580843
106,0.7930994,0.8450383875687631
107,0.78207695,0.8441282980246464
108,0.80287963,0.8381196882261192
109,0.7961224,0.8327060931188184
110,0.7764862,0.8292908773811641
111,0.81146276,0.8277526367502251
112,0.8021257,0.8291888022686609
113,0.8332408,0.8254313571178972
114,0.79373074,0.8255549857808613
115,0.8085567,0.8254795704808414
116,0.8369801,0.8230424693592393
117,0.8053336,0.8188955119798323
118,0.8487462,0.8171281851059083
119,0.7446147,0.8132048047753929
120,0.79748976,0.804676187644368
121,0.7843915,0.8074457049010249
122,0.80947965,0.8033469480725521
123,0.8243209,0.8002564092783496
124,0.7768293,0.7990587645582359
125,0.7845532,0.7976348280645538
126,0.79740757,0.7983874897806359
127,0.7630721,0.7967175022899489
128,0.8218498,0.7934237168082651
129,0.7433325,0.7943589228192479
130,0.84715426,0.7911299116768468
131,0.78323543,0.7934995033699116
132,0.8119635,0.7914370408348389
133,0.80941606,0.7891346843159784
134,0.78505325,0.7870649811684443
135,0.79148734,0.7824676907153013
136,0.78397745,0.7779663313653945
137,0.7354342,0.7774225450042892
138,0.763769,0.7788927756998416
139,0.74657756,0.7820654721126147
140,0.7257813,0.7831673841986918
141,0.7704704,0.7813768987925169
142,0.80963004,0.7781829259672002
143,0.8094947,0.7745187230890682
144,0.75053537,0.7723741686745315
145,0.82234013,0.7699295619556805
146,0.8063407,0.7712832257747935
147,0.74858737,0.7717249708597369
148,0.7867435,0.7704289907969223
149,0.7120669,0.7679366393275636
150,0.7559898,0.7697681763307191
151,0.7436704,0.7664319728473369
152,0.73159856,0.7652932886674415
153,0.7669034,0.765657588118336
154,0.7623173,0.7650852690621752
155,0.7555132,0.7638063334417727
156,0.75527143,0.7617998162616847
157,0.7397251,0.7602600026486322
158,0.80692804,0.7607546838000335
159,0.82913595,0.7612113684770143
160,0.795763,0.7605228509637498
161,0.70154995,0.7600637660368438
162,0.72183967,0.7593331382495045
163,0.7462837,0.7597886840116823
164,0.75758266,0.7609478763956784
165,0.7501347,0.7621694127906024
166,0.7017162,0.7613061487055716
167,0.7735151,0.7611639148709939
168,0.8157445,0.7603815283893002
169,0.7887106,0.7626000678086652
170,0.7488666,0.7631420312011383
171,0.7249488,0.7626845981135697
172,0.72391415,0.7618086493679244
173,0.7415314,0.762460363570214
174,0.81626093,0.7595137998905956
175,0.7519432,0.761722555500371
176,0.8323062,0.7638683416414196
177,0.73707056,0.7649381242723974
178,0.8137507,0.7653221867919728
179,0.79780245,0.7666914794994405
180,0.89221716,0.7677810643004924
181,0.8065331,0.770677942407835
182,0.784118,0.7720001416947466
183,0.769335,0.7723266336642713
184,0.8173497,0.7722621347208305
185,0.80745685,0.7735228156415398
186,0.7890032,0.7724980805375186
187,0.7629381,0.7753552616657603
188,0.79988885,0.7800501609784178
189,0.782583,0.7831908296245144
190,0.76449853,0.7868393714139404
191,0.8223808,0.7886828154376543
192,0.79495203,0.7911349854035179
193,0.79249245,0.791871375723307
194,0.74532187,0.7953812288945946
195,0.8237769,0.7930103589318751
196,0.772877,0.7965216655645992
197,0.79957914,0.7961108021360965
198,0.76063126,0.7978272690543803
199,0.7902673,0.7997026548500631
200,0.7731799,0.7991776857962768
201,0.86559486,0.8008312911580713
202,0.8944342,0.8051203713606485
203,0.7710116,0.8064307097376842
204,0.75270784,0.8089138575712262
205,0.80182105,0.8126671250150631
206,0.8784165,0.8136698123778668
207,0.7885063,0.8138754660361242
208,0.7979739,0.8145430253394493
209,0.8040384,0.8160694577528949
210,0.79782623,0.8193022321599517
211,0.83079934,0.8187591829339596
212,0.82603735,0.8219638173234506
213,0.8670942,0.8254740908058098
214,0.77582514,0.8295795550190433
215,0.80788875,0.8290157786059211
216,0.8077154,0.8301935310870219
217,0.87148184,0.8309097214364124
218,0.89014685,0.8316035233395338
219,0.85549927,0.8314865507874339
220,0.76182485,0.8345380781235017
221,0.73107314,0.83615891128546
222,0.8409059,0.8341291766907768
223,0.83160543,0.835821766701067
224,0.912997,0.8360200405688923
225,0.86081386,0.8385673799082012
226,0.7774162,0.8416081366793307
227,0.91832656,0.8455087340194466
228,0.9186319,0.8431562951422629
229,0.8263054,0.8452292078345601
230,0.74744904,0.8487635201548286
231,0.84420073,0.8498896469907684
232,0.85982263,0.8517931666504545
233,0.8772416,0.8529029048761992
234,0.9124594,0.8523318524693896
235,0.8027553,0.8530846216700083
236,0.84968126,0.8563539728040093
237,0.92101943,0.8574934389792896
238,0.86791843,0.8582269540383073
239,0.9009515,0.861796775384439
240,0.8177165,0.8611623434034854
241,0.8524393,0.8614813005391394
242,0.84615827,0.8593557721293192
243,0.89778376,0.8667824299164685
244,0.7968507,0.8650794770996924
245,0.8439841,0.868278885026914
246,0.8302436,0.8706557689204317
247,0.8905538,0.8747838816716784
248,0.85621554,0.8748124779458212
249,0.96532,0.8736365541713852
250,0.9426572,0.8763483695154052
251,0.7823489,0.8753620432929324
252,0.94818264,0.8764910329177297
253,0.87118506,0.8780540505891831
254,0.954447,0.8759555149479831
255,0.88484704,0.876866165218307
256,0.8943745,0.878176527076995
257,0.956696,0.8772998928256422
258,0.92314416,0.879447126027116
259,0.9202435,0.883315348658012
260,0.90141094,0.8860887089268491
261,0.93293214,0.8900507514104775
262,0.90239155,0.8901060328604364
263,0.9935057,0.8890037549458795
264,0.87947637,0.8891712400591675
265,0.89714295,0.8907463756626416
266,0.8019092,0.8897815655407577
267,0.98619026,0.8894448069156679
268,0.8719615,0.8917584342494085
269,0.9264772,0.8874625470802789
270,0.8723812,0.8897108857064634
271,0.8805641,0.8939992774091509
272,0.901423,0.8949537210290144
273,0.9326569,0.8965620158902219
274,0.90604377,0.898656377155157
275,0.9385738,0.897850660099395
276,0.86114275,0.8986555377070939
277,0.93717456,0.900743489844928
278,0.9113894,0.9034310945707875
279,0.9059004,0.903945508358374
280,0.90857375,0.9044688537970561
281,0.9486652,0.9032955657352534
282,0.90716624,0.9041477705882602
283,0.90563816,0.9037001342631631
284,0.8929266,0.9039890208263861
285,0.89309597,0.904171828391437
286,0.8718023,0.9027272181315241
287,0.8253242,0.901541510095443
288,0.885593,0.901353537898292
289,0.9001617,0.9007630377278734
290,0.8771199,0.9002139456108804
291,0.9006872,0.9007183429468508
292,0.8978424,0.8989188693357874
293,0.83995736,0.897574034825413
294,0.9111977,0.8952386260237687
295,0.85284185,0.8941863029011454
296,0.8303844,0.8934982937051222
297,0.8842738,0.8954579060070094
298,0.8542079,0.8954121147186264
299,0.85276103,0.8932548185813423
300,0.90368503,0.891611594342871
301,0.8706429,0.8891029792273233
302,0.8492248,0.88876414806882
303,0.9116159,0.8852494540800496
304,0.84412825,0.8827900283661905
305,0.9007186,0.8862075703853535
306,0.93971694,0.8854525697464399
307,0.89111674,0.8853214966330545
308,0.85759306,0.8833609600405077
309,0.9109409,0.8862766025642419
310,0.9041147,0.8848152694524393
311,0.87548524,0.8867018842334072
312,0.8923582,0.8840746863432833
313,0.891066,0.8848622175710821
314,0.8678614,0.8841446432787422
315,0.92497593,0.8844849292302408
316,0.90358,0.8846960870414561
317,0.8961991,0.881761209993161
318,0.8579284,0.8786302729582847
319,0.90577364,0.8776505783425961
320,0.9060634,0.8752754521499295
321,0.8030957,0.8773790556460834
322,0.9227167,0.8775488546183237
323,0.85954356,0.8748362326169896
324,0.87831825,0.8718640246414896
325,0.857164,0.8736464538117618
326,0.8460865,0.87317749806287
327,0.8915239,0.8760316895517882
328,0.89263535,0.8719072617604114
329,0.8835797,0.8684224121052876
330,0.9033343,0.8650379892411151
331,0.8551929,0.86197443886628
332,0.84717554,0.8641244448538984
