,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.12275104,0.4435733,0.80392706,0.96761703,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.12617321,0.46161628,0.79875535,0.9654147,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.10998665,0.4584809,0.8014777,0.9742265,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.11828915,0.4604195,0.8064462,0.95933336,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.10882687,0.48243585,0.80485106,0.96690226,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.12108951,0.49410108,0.8062467,0.9645619,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.13346066,0.5039933,0.8076058,0.9706465,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.12768303,0.48752293,0.8123324,0.9772043,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.14302056,0.49013406,0.8143481,0.97194046,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.14850639,0.47961584,0.8242013,0.9588828,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.15557528,0.48590484,0.81825083,0.97374237,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.1616494,0.49703783,0.8206313,0.96912,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.17979981,0.4916833,0.833401,0.95979995,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.18406394,0.49949467,0.83188605,0.968431,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.18115368,0.48543552,0.84326977,0.95894396,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.18481603,0.484124,0.8375605,0.9697008,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.20764537,0.49423316,0.84781104,0.9666352,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.19530861,0.4993962,0.8446334,0.9769953,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.20606482,0.48795342,0.8510015,0.9740563,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
19,0.21846741,0.49042168,0.85649014,0.9775547,3119,0.25323030346433084,0.5008774801817077,0.8486118687099798,0.9689777810048061
20,0.23750871,0.49089602,0.86118263,0.9718169,3120,0.2570492494324045,0.5003286201183337,0.853345279341517,0.9677980578836926
