,Ca_pred,Cb_pred,Cc_pred,Qout_pred,index,Ca,Cb,Cc,Qout
0,0.13176213,0.4414884,0.80266905,0.9602883,3100,0.1314836084825237,0.45505809135692166,0.796581382934141,0.9734263112691582
1,0.12847663,0.45123935,0.803636,0.9607644,3101,0.12200891684862239,0.4637733082948899,0.8000367355677966,0.9706084138175305
2,0.11944857,0.45777375,0.8022337,0.9612452,3102,0.13001959552372577,0.46842012668597033,0.8009814976178916,0.9705063867077569
3,0.12347698,0.45959944,0.8060515,0.9576379,3103,0.12378092880061892,0.4763417970272266,0.8033820739475883,0.9691207234352857
4,0.11865027,0.47815132,0.8054265,0.95915246,3104,0.1323850211724144,0.4831115788578351,0.8041450311024454,0.9698232297533287
5,0.13228843,0.48037964,0.8095113,0.9555471,3105,0.14315569845694562,0.5019509134973684,0.8071844012362249,0.9689682778629953
6,0.14734435,0.4965849,0.8144746,0.95576406,3106,0.15537421486211628,0.49898821599545595,0.8093963661765061,0.9693933620584628
7,0.15821691,0.48757923,0.8184139,0.95428824,3107,0.1716861817342049,0.48432929732383095,0.8137001830889546,0.9680712796300535
8,0.16712415,0.48232895,0.82252234,0.95139515,3108,0.1650010258681218,0.4917322398558075,0.8194298963756238,0.9648097096426809
9,0.15946536,0.48497978,0.8228185,0.9540585,3109,0.16793908152418038,0.4918252874599174,0.8209547225702094,0.9650324957729887
10,0.17153639,0.4886134,0.82260734,0.9584068,3110,0.18015559119960484,0.4951877952547644,0.822680963609824,0.9657750891694618
11,0.17783456,0.49264887,0.828467,0.95176864,3111,0.17934246172879387,0.5004960768255516,0.8247091814268255,0.966367001329134
12,0.18344156,0.49672967,0.8293166,0.9598559,3112,0.20147852775163058,0.4985055372262853,0.8282546109611999,0.9657669998524777
13,0.20214096,0.4975366,0.836508,0.9539404,3113,0.2067240234420353,0.4956737240101519,0.832075222577827,0.9649410099545619
14,0.2033526,0.49069017,0.8393364,0.9540025,3114,0.20227076276912706,0.4986073226848063,0.83591227408699,0.9638072504210151
15,0.2039732,0.4903433,0.83966476,0.9562423,3115,0.22455955029881033,0.5008170619167998,0.837297829067596,0.9653556881770929
16,0.22911605,0.49802715,0.8457442,0.95505,3116,0.22429715668312983,0.5109572036622028,0.8419989803213158,0.9643378533648324
17,0.2255661,0.5058485,0.849491,0.9537585,3117,0.22526587716762855,0.50882054377147,0.8433077792799137,0.9662844998566545
18,0.2293063,0.5002952,0.85052156,0.95879054,3118,0.2446622605651896,0.510279699378825,0.8457670007184327,0.9676589147277056
